BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;LIQUIDITEIT (CURRENT RATIO);RENTABILITEIT;SOLVABILITEIT 1;SOLVABILITEIT 2;ALGEMENE RESERVE / TOTALE BATEN;BELEGGINGEN (T.O.V. EV);CONTRACTACTIVITEITEN / RIJKSBIJDRAGE;CONTRACTACTIVITEITEN / TOTALE BATEN;EIGEN VERMOGEN / TOTALE BATEN;INVESTERING HUISVESTING / TOTALE BATEN;INVESTERINGEN (INVENT.+APP.) / TOTALE BATEN;KAPITALISATIEFACTOR;LIQUIDITEIT (QUICK RATIO);OV. OVERHEIDSBIJDRAGEN / TOT. BATEN;PERSONEEL / RIJKSBIJDRAGEN;PERSONELE LASTEN / TOTALE LASTEN;RIJKSBIJDRAGEN / TOTALE BATEN;VOORZIENINGEN /TOTALE BATEN;WEERSTANDSVERMOGEN (-/- MVA);WEERSTANDSVERMOGEN VO TOTALE BN.;WERKKAPITAAL / TOTALE BATEN;HUISVESTINGSLASTEN / TOTALE LASTEN;WERKKAPITAAL;(KORTL. SCHULDEN / TOTALE BATEN) * 365;(VORDERINGEN / TOTALE BATEN) * 365
46879;SSG5;Stg. Het Rijnlands Lyceum;2011;0,72;1,7;0,24;0,32;13,1;0;0;0;14,1;1;1,8;31,11;0,72;0,2;104,7;72,7;68,3;4,4;-32,5;14,1;-8,5;7,4;-4.047.994,00;113;23
46879;SSG5;Stg. Het Rijnlands Lyceum;2012;0,69;3,3;0,27;0,37;14,9;0;0;0;15,9;3,5;3,9;28,65;0,69;0,3;101,7;74,3;70,6;5,8;-34,5;15,9;-8,3;6,9;-3.980.310,00;98;28
46879;SSG5;Stg. Het Rijnlands Lyceum;2013;0,72;4,5;0,32;0,42;18,9;0;0;0;19,6;6,5;5;28,83;0,72;0,5;104,9;76,3;69,5;6,2;-32,1;19,6;-7,5;6,5;-3.779.732,00;97;40
47711;SSG2;Stg. SGM Montessori Lyceum;2009;1,87;1,7;0,38;0,72;16,7;0;0;0;21,9;9,7;0;53,48;1,87;0,9;84,9;80,7;93,4;19,3;-0,3;21,9;13,9;7,3;942.157,00;58;7
47711;SSG2;Stg. SGM Montessori Lyceum;2010;1,72;-5;0,34;0,65;7,5;0;0,1;0,1;16,9;2;0;45,74;1,72;0,9;88,5;79,4;94,2;15,1;-2,9;16,9;12,3;7,3;835.804,00;63;3
47711;SSG2;Stg. SGM Montessori Lyceum;2011;1,52;-2,1;0,36;0,63;4,9;0;0,1;0,1;13,7;3,5;-0,5;35,95;1,52;1,3;88,6;80,9;93,2;10,5;-3,3;13,7;7,5;6,1;543.071,00;52;4
47711;SSG2;Stg. SGM Montessori Lyceum;2012;1,31;0,2;0,36;0,55;5,4;0;0;0;13,7;1,8;0;35,51;1,31;1,9;86,8;80,8;92,9;7,2;-2;13,7;5,4;5,9;396.659,00;62;2
47711;SSG2;Stg. SGM Montessori Lyceum;2013;1,8;2,2;0,38;0,63;7,7;0;0;0;15,8;0,4;0;39,08;1,8;1,5;84,1;80,9;94;10,3;2;15,8;12,2;7,6;900.957,00;56;5
48648;SSG1;Stg. St. Jozef Mavo;2009;0,34;2,6;0,31;0,45;13,2;36,6;0;0;41,7;0,7;6,4;49,13;0,34;3;80,8;74,7;90;19,1;-59,1;41,7;-49,3;5,4;-2.536.382,00;272;18
48648;SSG1;Stg. St. Jozef Mavo;2010;0,42;0;0,29;0,43;29,4;0;0;0;34,8;1,4;1,3;43,83;0,42;2,7;79,7;72,1;90,4;16,6;-52,4;34,8;-39,5;7,2;-2.246.136,00;248;12
48648;SSG1;Stg. St. Jozef Mavo;2011;0,37;-0,7;0,32;0,36;27,8;0;0;0;33;2,6;2,1;30,34;0,37;2,6;83,7;74,8;90;3,8;-49,8;33;-41,1;6,1;-2.409.139,00;237;13
48648;SSG1;Stg. St. Jozef Mavo;2012;0,24;-6;0,29;0,34;20,7;0;0;0;25,8;1,8;3,8;19,8;0,24;2,3;87,7;73,7;89,2;4,2;-54,3;25,8;-44,2;7;-2.697.608,00;212;14
48648;SSG1;Stg. St. Jozef Mavo;2013;0,38;2,8;0,32;0,37;22,1;0;0;0;26,8;1,3;0;25,34;0,38;2,1;78,8;74,2;91,6;4,7;-41,1;26,8;-32,9;6,4;-2.149.970,00;195;12
49155;SSG4;Stg. Kath. VO Nieuwegein;2009;3,47;-0,9;0,69;0,72;45,5;0;0,5;0,5;45,5;5,2;2,6;63,23;3,46;0;87,8;79,7;91,5;2,5;31,7;45,5;32,8;4,5;6.799.814,00;49;46
49155;SSG4;Stg. Kath. VO Nieuwegein;2010;2,29;0;0,67;0,7;39,4;0;0;0;39,4;3,2;11,2;45,14;2,29;0;86;81,3;94,5;1,4;14,4;39,4;16,5;4,7;3.565.696,00;47;11
49155;SSG4;Stg. Kath. VO Nieuwegein;2011;1,86;-3,8;0,65;0,68;34,4;0;0;0;34,4;3,8;3,6;37,69;1,86;0;88,3;79,7;93,7;1,6;7,6;34,4;10,4;4,7;2.332.387,00;44;14
49155;SSG4;Stg. Kath. VO Nieuwegein;2012;1,66;-2,3;0,6;0,63;29,6;0;0;0;29,6;4,5;0,3;35,63;1,66;0;88,8;81,7;94,2;1,2;4,5;29,6;8,3;4,1;1.994.339,00;46;11
49155;SSG4;Stg. Kath. VO Nieuwegein;2013;2,04;5,4;0,63;0,66;31,6;0;0;0;31,6;3,5;0,1;37,99;2,03;0;82,1;82,4;94,9;1,2;9,6;31,6;12,6;4,7;3.444.955,00;45;10
49558;SSG1;Stichting VO Amstelveen;2009;1,8;-2,5;0,24;0,32;20,8;0,2;0,5;0,5;20,8;5,2;0,3;86,09;1,8;1,6;77,9;71,2;93,7;6,9;3,6;20,8;28,9;12,3;1.991.163,00;132;11
49558;SSG1;Stichting VO Amstelveen;2010;1,35;-9,3;0,15;0,23;6,5;0;1,5;1,4;6,5;4,3;4,9;38,37;1,35;0,7;75,7;65,5;94,6;3,3;-18,3;6,5;5,1;14,6;378.684,00;53;24
49558;SSG1;Stichting VO Amstelveen;2011;1,72;3,2;0,21;0,33;9,3;0;0,1;0,1;9,3;2,2;-0,6;40,2;1,72;1;72,9;72,4;96,2;5,3;-12,3;9,3;9,6;9,9;754.777,00;49;7
49558;SSG1;Stichting VO Amstelveen;2012;1,68;5,2;0,31;0,47;13,7;0;0,3;0,2;13,7;2,7;3,1;38,12;1,68;1;75,7;75;93,9;7,3;-9,3;13,7;8,9;9;760.334,00;48;4
49558;SSG1;Stichting VO Amstelveen;2013;2,12;3,7;0,35;0,55;16,8;0;0,1;0,1;16,8;2,6;-1,8;43,85;2,12;0,8;73,4;74,3;97,5;9,2;-2,5;16,8;15;10;1.344.669,00;49;38
49701;SSG4;Ver. Chr. VO  (Ermelo);2009;2,43;0,1;0,6;0,8;36,5;0;0;0;37,3;3,8;15,1;39,3;2,43;0,9;80,5;77;95,6;12,7;3,6;37,3;15,7;6,5;2.881.700,00;40;26
49701;SSG4;Ver. Chr. VO  (Ermelo);2010;1,54;-3,8;0,58;0,74;35,8;0;0;0;37,2;2,8;1,6;39,71;1,54;0,7;84,7;78,4;96,1;10,5;-2,1;37,2;8;7,5;1.428.989,00;54;24
49701;SSG4;Ver. Chr. VO  (Ermelo);2011;1,51;0,7;0,58;0,74;32,7;0;0;0;35,3;2,2;0,5;38,29;1,51;0,6;81,2;77,8;95,1;9,6;-2;35,3;7,2;6,6;1.371.215,00;51;7
49701;SSG4;Ver. Chr. VO  (Ermelo);2012;1,82;4;0,61;0,77;33,1;0;0;0;36,3;2,8;0,9;39,19;1,82;0,6;78,6;76,5;93,5;9,3;2,2;36,3;11,3;6,8;2.362.960,00;50;13
49701;SSG4;Ver. Chr. VO  (Ermelo);2013;2,42;5;0,66;0,8;35,8;0;0;0;39,7;1,5;0,2;41,53;2,42;0,6;76;76,3;95,4;8,5;8,7;39,7;16,7;7,5;3.660.036,00;43;5
49778;SSG4;Stg. ICVO  (Bovenkarspel);2009;3,9;8,1;0,67;0,8;20,6;0;0;0;43,3;1,7;0;59,45;3,65;0;76,7;78,4;93,9;8,6;29,1;43,3;36,4;6,6;7.096.087,00;46;3
49778;SSG4;Stg. ICVO  (Bovenkarspel);2010;4,6;1,3;0,71;0,83;23,9;0;0;0;48,3;0,8;0;62,37;4,38;0;82,1;78,1;94;7,8;34,8;48,3;40,9;7,5;7.785.753,00;41;5
49778;SSG4;Stg. ICVO  (Bovenkarspel);2011;3,73;-8,1;0,62;0,79;16,7;0;0;0;43,3;3,9;0;64,05;3,58;0;85,1;74;94,1;11,6;26,7;43,3;37,8;10;6.749.445,00;50;7
49778;SSG4;Stg. ICVO  (Bovenkarspel);2012;3,97;-1,8;0,66;0,81;12,2;0;0;0;41,3;2,2;0;57;3,81;0;82;75,6;94;9,3;25,4;41,3;33,8;8,4;6.074.791,00;42;7
49778;SSG4;Stg. ICVO  (Bovenkarspel);2013;4,15;5,3;0,66;0,82;12;0;0;0;46,1;3,6;0;64,46;4,01;0;77,7;77,4;94,5;10,9;30;46,1;39,5;7,7;7.162.903,00;46;5
50182;SSG3;Ver. PCVO Meppel e.o.;2009;2,73;-1,6;0,7;0,79;31,3;3,8;0;0;42,9;2,3;0,2;51,68;2,73;0,1;84,9;81;96,8;6;17,4;42,9;21,5;5;1.418.740,00;45;5
50182;SSG3;Ver. PCVO Meppel e.o.;2010;1,75;-2,8;0,6;0,65;26,8;0;0;0;38,7;3;0,4;55,36;1,74;0,1;86,6;81,7;97;3,4;13,6;38,7;16,7;5,1;1.190.977,00;81;7
50182;SSG3;Ver. PCVO Meppel e.o.;2011;0,95;-3,1;0,69;0,75;22,6;0;0;0;33,8;2,5;14,2;27,04;0,94;0,1;84,5;80,5;98,2;3,1;-3,8;33,8;-0,6;3,9;-41.489,00;44;29
50182;SSG3;Ver. PCVO Meppel e.o.;2012;0,31;-4,3;0,63;0,7;16,4;0;0;0;26,7;3,4;3;20,49;0,29;0,1;83,9;79,5;98,8;2,8;-11,8;26,7;-8,9;3,9;-723.922,00;47;2
50182;SSG3;Ver. PCVO Meppel e.o.;2013;0,49;0,6;0,66;0,72;16,1;0;0;0;25,8;0,3;0,4;19,78;0,48;0;80,1;79,7;99;2,4;-8,1;25,8;-5,6;3,3;-485.440,00;40;6
53990;SSG4;Stichting Fioretti Teylingen;2009;1,61;-0,6;0,39;0,66;5,5;0;0;0;20,2;4,7;2,7;41,83;1,61;0,9;88,7;78,9;89,6;13,8;-3,5;20,2;10,9;6,7;3.880.004,00;65;31
53990;SSG4;Stichting Fioretti Teylingen;2010;1,48;-2;0,49;0,64;3,1;0;0;0;23,4;3,6;0,3;37,91;1,48;0,7;88,5;77,9;89,8;7,1;0,8;23,4;8;6,3;2.926.307,00;61;20
53990;SSG4;Stichting Fioretti Teylingen;2011;1,39;-1,8;0,44;0,59;0,4;0;0;0;21,2;2,2;0,3;39,52;1,39;1,1;87,5;77,5;90,1;7,4;0,4;21,2;7,8;6,1;2.930.822,00;73;40
53990;SSG4;Stichting Fioretti Teylingen;2012;1,3;0,5;0,4;0,53;11,5;0;0;0;20,5;6;2,3;40,63;1,3;0,9;85,9;78,1;90,3;6,5;-4,1;20,5;6,2;5,9;2.456.254,00;76;31
53990;SSG4;Stichting Fioretti Teylingen;2013;1,49;4,2;0,43;0,52;15,6;0;0;0;23,3;3,8;5,5;39,27;1,49;0,8;82,2;77,6;90,5;5,1;-5,2;23,3;8,7;5,9;3.692.482,00;64;28
57266;SSG4;Stg. Kath. Ond. Leiden;2009;1,37;2,3;0,41;0,59;5;47,5;0,2;0,2;19;0,8;0,5;45;1,37;1,2;87,9;79,8;88,7;8,6;6,1;19;6,6;7,9;3.638.820,00;65;34
57266;SSG4;Stg. Kath. Ond. Leiden;2010;1,37;1,6;0,51;0,6;7,9;39,7;0;0;23;2,1;0;43,07;1,37;1,5;87,9;79,5;89;4;10,7;23;6;7,5;3.389.942,00;60;26
57266;SSG4;Stg. Kath. Ond. Leiden;2011;1,37;-0,9;0,53;0,61;8,5;34,9;0,1;0,1;23;1,7;0;41,7;1,37;1;89,8;79,6;89,3;3,4;9,8;23;5,7;6,6;3.126.451,00;57;22
57266;SSG4;Stg. Kath. Ond. Leiden;2012;1,09;-1,1;0,54;0,62;8,8;46,3;0;0;24,4;0,6;0;44,07;1,09;0,4;90,4;79;89,2;3,6;12,9;24,4;1,5;7,3;776.971,00;57;13
57266;SSG4;Stg. Kath. Ond. Leiden;2013;1,58;3,4;0,6;0,69;10,7;40,4;0;0;27,9;0,5;0;45,77;1,58;0,4;84,9;78,4;89,9;4,2;18,8;27,9;7,6;7,4;4.057.008,00;48;13
58722;SSG1;Stg. Samenw. De Overlaat;2009;1,95;5,9;0,66;0,75;0;29,3;0;0;68;1,6;0;78,43;1,94;5,1;82,7;78;88,7;9,2;39;68;23,9;6,8;2.064.058,00;92;60
58722;SSG1;Stg. Samenw. De Overlaat;2010;1,96;6,9;0,72;0,75;0;37,7;0;0;77;0,8;1;83,67;1,95;5,1;84,3;77,1;85,9;3,2;53;77;22,6;6,9;1.962.625,00;86;20
58722;SSG1;Stg. Samenw. De Overlaat;2011;1,76;-3,4;0,75;0,77;0;37,2;0;0;74,2;2,4;1,3;76,4;1,75;5,8;92,9;76;84,4;2,1;50,5;74,2;17,1;7,1;1.472.177,00;82;19
58722;SSG1;Stg. Samenw. De Overlaat;2012;2,12;0,3;0,75;0,79;0;32,4;0;0;69,1;1,5;0,2;72,77;2,11;6,1;88,7;78,3;89,1;3,1;46,5;69,1;22,2;5,9;2.057.722,00;72;14
58722;SSG1;Stg. Samenw. De Overlaat;2013;2,86;6;0,77;0,81;0;26,2;0;0;71,1;0,6;0;75,74;2,86;5,2;85,2;79,7;89,7;4,1;52,4;71,1;32,4;6,5;3.198.670,00;64;16
59282;SSG4;De Hoven, Stg CVO Gorinchem;2009;2,35;-0,5;0,38;0,7;10,2;0;0;0;23,1;3,9;0;53,87;2,33;0,4;84,3;79,2;94,4;19,5;5,8;23,1;23,8;8;7.538.478,00;64;27
59282;SSG4;De Hoven, Stg CVO Gorinchem;2010;2,01;1,8;0,37;0,64;9;0;0;0;20,4;1,5;0,4;49,53;1,98;0,5;84;80,7;94,3;15,2;4,7;20,4;19,9;6,3;6.640.889,00;72;10
59282;SSG4;De Hoven, Stg CVO Gorinchem;2011;2,22;0,6;0,4;0,68;10,8;0;0;0;20,8;2,3;0;47,19;2,21;0,3;84,3;79,1;93,3;14,6;6;20,8;20,4;6,4;6.964.438,00;61;8
59282;SSG4;De Hoven, Stg CVO Gorinchem;2012;2,37;1,6;0,39;0,68;10,5;0;0;0;21,7;1,4;0;51,71;2,36;0;82,9;80,6;95,7;16,3;8,1;21,7;24,2;6,5;8.543.867,00;65;6
59282;SSG4;De Hoven, Stg CVO Gorinchem;2013;2,16;3,4;0,44;0,66;13;0;0;0;23,6;3,3;1,7;48,85;2,16;0;81,6;79,5;94,1;11,8;9,5;23,6;20,9;6,4;7.899.792,00;65;14
69994;SSG3;Stg. VO op Ref. Grondslag;2009;3,38;1,7;0,55;0,76;32,4;0;0;0;36,3;0,6;0;65,79;3,37;0;84,8;78,1;90,5;13,5;27,1;36,3;38;7;5.228.343,00;58;10
69994;SSG3;Stg. VO op Ref. Grondslag;2010;2,95;-1,1;0,62;0,73;30,2;0;0;0;36,5;0,6;0;58,98;2,94;0;86;79,3;93,4;6,3;27,1;36,5;31,6;5,2;4.452.274,00;59;11
69994;SSG3;Stg. VO op Ref. Grondslag;2011;1,44;-3,2;0,63;0,73;27,1;51,4;0;0;33,7;2,5;2,8;51,02;1,42;0;89,4;80,6;93,5;5,7;19,2;33,7;6,3;3,9;881.181,00;53;13
69994;SSG3;Stg. VO op Ref. Grondslag;2012;1,9;1;0,63;0,76;20,3;28,1;0;0;33,7;1,3;4,2;46,33;1,89;0;85,8;80,9;93,6;6,5;15,6;33,7;11,7;3,6;1.685.239,00;48;13
69994;SSG3;Stg. VO op Ref. Grondslag;2013;2,57;2;0,64;0,78;21,2;16;0;0;35,5;0,2;0;48,93;2,56;0;85,2;80,6;92,9;7,6;18,7;35,5;19,4;4;2.796.814,00;45;14
70045;SSG2;Onderwijs Stg. St Oelbert;2009;0,22;-3,6;0,31;0,47;12,6;0;0;0;28,4;1,8;0;25,01;0,22;3,3;85,4;74,2;90;14,3;-50,6;28,4;-37;6,1;-1.806.665,00;174;12
70045;SSG2;Onderwijs Stg. St Oelbert;2010;0,22;-5,6;0,32;0,45;9,7;0;0;0;24,6;1,1;0;21,84;0,22;3,1;85,7;71,8;88,5;10,6;-43,5;24,6;-33,4;6,5;-1.719.769,00;156;12
70045;SSG2;Onderwijs Stg. St Oelbert;2011;0,12;-9,8;0,16;0,34;-3,2;0;0;0;9,8;0,4;0;10,9;0,12;3,1;89,8;71,8;87,8;11,7;-54,5;9,8;-36,2;6,2;-1.816.585,00;149;14
70045;SSG2;Onderwijs Stg. St Oelbert;2012;0,18;-1,7;0,14;0,36;-4,4;0;0;0;7,9;0;0;11,28;0,18;3,1;82,4;71,8;88,6;12,3;-47,2;7,9;-29,5;5,5;-1.498.040,00;131;13
70045;SSG2;Onderwijs Stg. St Oelbert;2013;1,21;3,9;0,33;0,68;8;0;0;0;11,6;0,3;0;17,94;1,21;0,1;77,3;73,7;91,5;12,4;-10,9;11,6;2,4;5,6;126.861,00;42;15
70344;SSG2;Ond. Stg. St Willibrord;2009;1,67;0,5;0,35;0,45;20,4;9,8;0;0;22,2;1,5;0;34,22;1,67;3,7;87,9;78,1;88,4;6,5;-13,4;22,2;8,7;5;316.972,00;47;5
70344;SSG2;Ond. Stg. St Willibrord;2010;1,4;-3,7;0,27;0,37;12,8;17,5;0;0;14,6;2,3;0;26,73;1,4;7,9;94,7;77,2;84,7;5,4;-21,5;14,6;5,3;4,6;198.216,00;49;19
70344;SSG2;Ond. Stg. St Willibrord;2011;1,2;-5,1;0,2;0,33;8,2;26,2;0;0;10;0,9;0;22,88;1,2;5,4;97,6;80,4;86,7;6,2;-25,2;10;2,5;4,2;90.097,00;47;5
70344;SSG2;Ond. Stg. St Willibrord;2012;1,29;-0,9;0,19;0,3;7,2;0;0;0;9;1,2;0;22,79;1,29;5;91,5;79,9;88,2;5,6;-24,3;9;4;4,9;144.910,00;51;11
70344;SSG2;Ond. Stg. St Willibrord;2013;1,5;1,1;0,21;0,34;8,3;0;0;0;10,2;0,9;0;22,71;1,5;4,4;88,8;80,4;89,5;5,8;-21,2;10,2;6,1;5,2;220.466,00;44;4
70396;SSG2;Stg St Augustinusstg;2009;4,57;12,5;0,8;0,86;65;36,6;0;0;72,8;1,8;0;91,31;4,57;0,9;83,6;83,2;87,1;5,4;78;72,8;46,8;0,9;1.965.587,00;48;36
70396;SSG2;Stg St Augustinusstg;2010;5,66;1,5;0,83;0,85;69,7;15,9;0;0;77,7;0,5;0;94;5,66;0,9;80,3;74,5;92,4;2,6;79,4;77,7;63,7;4,2;2.626.850,00;50;29
70396;SSG2;Stg St Augustinusstg;2011;3,85;-11;0,81;0,85;64,4;18,4;0;0;69,2;9,8;13,4;72,23;3,85;0;86,8;72,6;93,5;3,3;49;69,2;36,4;5,6;1.454.320,00;47;49
70396;SSG2;Stg St Augustinusstg;2012;3,46;-9,4;0,8;0,86;54,7;21,3;0;0;59,1;1,6;4,3;57,63;3,46;0,2;86,4;73,9;93,9;4,7;35;59,1;25;6,9;1.009.620,00;37;49
70396;SSG2;Stg St Augustinusstg;2013;2,4;-4,6;0,74;0,84;42,7;25,9;0;0;47,6;0,7;3,4;45,49;2,4;0,4;83;74,8;94,5;6;22;47,6;14,5;6,7;597.186,00;38;11
71436;SSG4;Stg. Petrus Canisius College;2009;1,7;-6,1;0,76;0,82;22,2;23,6;0;0;47,7;4,6;0;61,08;1,7;0,5;87;72,6;88,6;3,8;35,9;47,7;7,7;14,3;1.587.927,00;41;25
71436;SSG4;Stg. Petrus Canisius College;2010;1,24;-3,8;0,76;0,8;17,2;39,2;0;0;36,8;1,5;0;47,65;1,24;18,1;85,5;63,4;76,9;2,3;36,6;36,8;2,3;23,4;555.252,00;35;42
71436;SSG4;Stg. Petrus Canisius College;2011;1,2;-2,2;0,17;0,2;16,4;102,2;0;0;17,1;0,8;0;38,65;1,2;1,2;83,4;76,3;93,6;2,5;-53,4;17,1;2,2;7,2;456.991,00;41;28
71436;SSG4;Stg. Petrus Canisius College;2012;1,14;1,8;0,19;0,21;15,8;91,8;0;0;15,8;2,1;0;35,32;1,14;13;78,8;66,4;82,8;1,9;-47,3;15,8;1,6;19,5;409.764,00;44;33
71436;SSG4;Stg. Petrus Canisius College;2013;2,38;3,4;0,18;0,2;19,7;76,1;0;0;19,7;2,2;0;60,49;2,38;6,4;75,9;70,4;89,7;1,9;-50,8;19,7;16,6;14,6;4.052.553,00;44;24
71553;SSG2;Stichting Keizer Karel;2009;2,53;0;0,61;0,81;13,3;0;0;0;38,1;4;8,6;39,34;2,53;0,2;83,2;78,3;94,2;12,1;3,5;38,1;16,7;5,5;3.560.853,00;40;39
71553;SSG2;Stichting Keizer Karel;2010;2,12;-0,2;0,6;0,79;9;0;0;0;32,8;1,1;1;32,51;2,12;0,2;85,1;80,8;95,2;10,4;0,3;32,8;11,7;5,4;2.594.107,00;38;5
71553;SSG2;Stichting Keizer Karel;2011;2,26;0;0,59;0,79;12,4;0;0;0;32,5;1,6;0,5;33,65;2,26;0,2;85,2;80,5;94,4;11,1;1,5;32,5;13,3;5,1;2.982.101,00;39;8
71553;SSG2;Stichting Keizer Karel;2012;2,54;1,8;0,59;0,79;14;0;0;0;33,7;0,5;0,2;36,77;2,54;0,2;83,9;81;94,8;11,3;5,8;33,7;17,3;4,9;3.956.090,00;41;7
71553;SSG2;Stichting Keizer Karel;2013;3,56;5,5;0,63;0,82;15,8;0;0;0;37,7;1,3;0,4;43,81;3,56;0,2;81;81,1;94,7;11,2;15,4;37,7;26,2;5,1;6.241.265,00;37;6
72853;SSG4;Stg. Kath. Ond. Volendam;2009;13,36;7,4;0,89;0,91;36;0;0;0;95,2;0;0;107,48;13,35;3,2;84,7;82,9;90,7;3;104,9;95,2;99,4;3,8;21.922.589,00;29;19
72853;SSG4;Stg. Kath. Ond. Volendam;2010;13,09;7,1;0,9;0,91;38,3;0;0;0;103,5;0;0;115,3;13,09;3,5;84,6;84,1;92,3;1,8;112,1;103,5;106,5;3,7;23.453.146,00;32;17
72853;SSG4;Stg. Kath. Ond. Volendam;2011;14,34;2,1;0,9;0,92;40,3;0;0;0;105,9;0;0;117,13;14,34;4,8;86,1;80,8;91,9;2;115,2;105,9;109;6,3;23.924.088,00;30;16
72853;SSG4;Stg. Kath. Ond. Volendam;2012;14,34;4,5;0,91;0,92;40,9;0;0;0;107,4;0;0;118,12;14,34;3,4;85,2;83,1;93,1;1,5;115,3;107,4;109,9;5,8;24.831.893,00;30;18
72853;SSG4;Stg. Kath. Ond. Volendam;2013;12,33;2,5;0,9;0,91;39,2;0;0;0;106,4;0;0;118,26;12,33;2,3;82,3;81,5;95,2;1,4;111,8;106,4;108,7;7,6;25.369.567,00;35;16
73646;SSG2;Stg. RKSGM Sancta Maria;2009;1,84;0;0,17;0,64;5,3;0;0;0;10,6;0;0;54,78;1,84;2;77,2;71,7;92,8;29,6;-11,9;10,6;18,8;4;1.783.580,00;81;31
73646;SSG2;Stg. RKSGM Sancta Maria;2010;1,9;0;0,2;0,55;5,6;0;0;0;13,2;0;0;59,99;1,9;0,4;83,3;78,5;94,2;23,6;3,6;13,2;27,2;4,2;2.516.545,00;110;44
73646;SSG2;Stg. RKSGM Sancta Maria;2011;1,28;0,5;0,31;0,36;6;0;0;0;13,7;1,3;0;37,55;1,28;0;84,1;78,9;93,4;2,4;5,5;13,7;7,7;4;710.471,00;102;47
73646;SSG2;Stg. RKSGM Sancta Maria;2012;1,29;3,5;0,35;0,41;2,8;0;0;0;11,2;1,4;0,3;26,5;1,29;0;83,2;80,5;93,4;2,2;3,4;11,2;5,4;5,2;546.801,00;69;17
73646;SSG2;Stg. RKSGM Sancta Maria;2013;1,79;5,9;0,44;0,54;7,3;0;0;0;16,1;0,4;0;31,77;1,79;0;79,4;79,1;93,8;3,5;10,4;16,1;13,3;6,5;1.469.820,00;62;16
73841;SSG4;Stg. Kath. VO Heerhugowaard;2009;3,64;1,8;0,63;0,8;24,9;0;0;0;33,7;2,3;0;53,08;3,64;1,4;83,9;80,5;94,2;8,7;20,7;33,7;28,2;7;5.798.589,00;39;7
73841;SSG4;Stg. Kath. VO Heerhugowaard;2010;4,17;4,7;0,71;0,82;28,7;0;0;0;39,3;1,2;0;55,56;4,17;1,8;82,4;82,1;94,9;6;28,1;39,3;32,6;6,3;7.306.156,00;38;8
73841;SSG4;Stg. Kath. VO Heerhugowaard;2011;3,77;2;0,69;0,81;29,3;0;0;0;41,1;2,5;4,1;55,83;3,77;1,8;83,4;81;95,2;7,4;25,2;41,1;31,4;6,4;7.063.155,00;41;9
73841;SSG4;Stg. Kath. VO Heerhugowaard;2012;3,46;1,2;0,66;0,8;27,4;0;0;0;39,5;3,2;1,6;55,01;3,46;1,1;81,8;79,3;95,7;8,6;21,4;39,5;29;6,9;7.008.031,00;43;8
73841;SSG4;Stg. Kath. VO Heerhugowaard;2013;3,98;4,6;0,66;0,82;24,9;0;0;0;40,4;1,1;0,1;57,21;3,98;1,7;79,7;78,8;94,3;9,7;25,2;40,4;33,4;7;8.916.671,00;41;7
74050;SSG1;Sancta Maria Stichting;2009;2,03;-3,2;0,57;0,72;24,7;0;0;0;24,7;1,8;0;41,99;2,03;0,7;84;78,3;96,1;6,3;12,5;24,7;12,7;6,5;303.012,00;45;10
74050;SSG1;Sancta Maria Stichting;2010;1,49;-5,7;0,42;0,59;15,6;0;0;0;15,6;3,6;0;35,53;1,49;1;88,7;79,9;95,3;6,3;1,1;15,6;7,3;6,5;171.901,00;54;8
74050;SSG1;Sancta Maria Stichting;2011;1,54;-1,3;0,42;0,63;12,3;0;0;0;12,3;2,8;0;28,7;1,54;0,1;90,7;77,3;86,4;6,4;-0,6;12,3;5,9;5,7;158.124,00;40;9
74050;SSG1;Sancta Maria Stichting;2012;1,35;-3,8;0,28;0,55;8,6;0;0;0;8,6;1,3;0;29,33;1,35;0;91,4;81,6;92,6;7,9;-3,3;8,6;4,9;5,2;129.992,00;50;12
74050;SSG1;Sancta Maria Stichting;2013;1,26;3,8;0,19;0,33;11,9;0;0;0;11,9;0,6;0;60,5;1,26;0,7;80,2;80;95,9;8,2;2,4;11,9;10,5;5,8;298.742,00;150;8
74374;SSG4;Stg. SGM Tabor;2009;0,5;-1,2;0,31;0,51;12,6;2,7;0;0;17,2;2;0,3;23,42;0,5;0,5;75,8;73;97,4;10,9;-27,5;17,2;-10,2;4,5;-3.038.379,00;75;10
74374;SSG4;Stg. SGM Tabor;2010;0,54;-0,7;0,38;0,52;12;2,3;0;0;19,2;1,8;0,1;22,32;0,54;0,3;74,5;72,1;97,5;7,2;-20,9;19,2;-8,8;4,2;-2.749.086,00;70;7
74374;SSG4;Stg. SGM Tabor;2011;0,33;-0,4;0,33;0,43;8,9;2,8;0;0;15,6;3,6;1,7;19,43;0,33;0,5;76,1;73,7;97,3;4,5;-24,3;15,6;-13,3;4,5;-4.326.635,00;73;8
74374;SSG4;Stg. SGM Tabor;2012;0,42;-0,2;0,34;0,44;8,6;0;0;0;14,1;2;0,4;18,56;0,42;0,4;77;74,8;97,5;4,4;-20,3;14,1;-10,7;5;-3.815.280,00;68;9
74374;SSG4;Stg. SGM Tabor;2013;0,77;5,1;0,42;0,51;15,8;0;0;0;18,1;1,6;0,4;23,06;0,77;0,7;73,3;75;97,1;4,2;-11,8;18,1;-4,1;5,4;-1.562.786,00;65;11
