BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;LIQUIDITEIT (CURRENT RATIO);RENTABILITEIT;SOLVABILITEIT 1;SOLVABILITEIT 2;ALGEMENE RESERVE / TOTALE BATEN;BELEGGINGEN (T.O.V. EV);CONTRACTACTIVITEITEN / RIJKSBIJDRAGE;CONTRACTACTIVITEITEN / TOTALE BATEN;EIGEN VERMOGEN / TOTALE BATEN;INVESTERING HUISVESTING / TOTALE BATEN;INVESTERINGEN (INVENT.+APP.) / TOTALE BATEN;KAPITALISATIEFACTOR;LIQUIDITEIT (QUICK RATIO);OV. OVERHEIDSBIJDRAGEN / TOT. BATEN;PERSONEEL / RIJKSBIJDRAGEN;PERSONELE LASTEN / TOTALE LASTEN;RIJKSBIJDRAGEN / TOTALE BATEN;VOORZIENINGEN /TOTALE BATEN;WEERSTANDSVERMOGEN (-/- MVA);WEERSTANDSVERMOGEN VO TOTALE BN.;WERKKAPITAAL / TOTALE BATEN;HUISVESTINGSLASTEN / TOTALE LASTEN;WERKKAPITAAL;(KORTL. SCHULDEN / TOTALE BATEN) * 365;(VORDERINGEN / TOTALE BATEN) * 365
41285;SSG5;Alliantie Voortgezet Onderwijs;2010;1,17;-3,6;0,32;0,47;11,7;0;0;0;24,1;3,2;3,4;26,82;1,17;5,8;88,6;76,3;89,2;11,2;-33,9;24,1;3,1;6,8;2.524.726,00;66;31
41285;SSG5;Alliantie Voortgezet Onderwijs;2011;1,77;0,1;0,28;0,41;11,1;0;0,1;0,1;23,4;0,8;1;40,08;1,77;5,4;88,1;77,2;87,5;11,1;-31,7;23,4;14,4;6,7;12.070.665,00;68;38
41285;SSG5;Alliantie Voortgezet Onderwijs;2012;1,89;2,6;0,29;0,4;10,8;0;0,1;0,1;25,1;2,1;11,8;38,68;1,89;5,6;85,5;78;88,9;10,3;-29,8;25,1;17;5,9;14.853.231,00;69;32
41285;SSG5;Alliantie Voortgezet Onderwijs;2013;1,93;4,3;0,32;0,45;13,1;0;0,1;0,1;28,2;1;1,1;42,36;1,93;4,6;80,7;77,2;91,6;10,7;-27,1;28,2;16,3;7,3;14.903.120,00;64;30
41295;SSG5;Stg. SVO Wolvega/Steenwijk;2009;0,87;1,7;0,3;0,54;5,1;11,3;0;0;9,8;1,5;0,1;24,12;0,87;0,5;87,3;80,3;90,4;7,7;-9,4;9,8;-2;5,8;-419.461,00;54;6
41295;SSG5;Stg. SVO Wolvega/Steenwijk;2010;0,76;-0,6;0,31;0,53;5,2;10,9;0;0;9,9;2,3;0;24,57;0,76;0,1;86,6;80,5;93,5;7,2;-10,4;9,9;-3,6;7,2;-801.268,00;56;13
41295;SSG5;Stg. SVO Wolvega/Steenwijk;2011;0,95;2,1;0,34;0,58;7;9;0;0;11,8;1,6;0;26,84;0,95;1;85,5;81,4;93,2;8,1;-8,4;11,8;-0,7;6,6;-164.769,00;52;4
41295;SSG5;Stg. SVO Wolvega/Steenwijk;2012;1,14;2;0,39;0,62;8,3;0;0;0;13,1;2,6;0;26,9;1,14;1,1;85,3;81,8;93,9;7,8;-6,3;13,1;1,8;6;433.208,00;47;8
41295;SSG5;Stg. SVO Wolvega/Steenwijk;2013;1,37;1,8;0,45;0,69;9,7;0;0;0;14,5;2,8;0;25,77;1,37;0,8;85;81,6;94,3;7,9;-4,5;14,5;3,6;6;893.445,00;36;3
41297;SSG5;Stichting P.C.V.O.E;2009;1,16;-0,4;0,16;0,56;-4,1;0;0;0;9,5;3,3;2,9;45,55;1,16;2,6;87,1;79,4;91,5;23,9;-21,6;9,5;4,2;6,2;1.745.043,00;94;14
41297;SSG5;Stichting P.C.V.O.E;2010;1,1;-4,7;0,45;0,57;8,9;0;0;0;22,7;2;1,2;38,3;1,09;2,3;88,4;78,6;93,2;6;-4,2;22,7;2,1;5,5;920.399,00;78;13
41297;SSG5;Stichting P.C.V.O.E;2011;1,06;-2,5;0,43;0,57;7,1;0;0;0;19,1;1,5;0,7;34,06;1,05;2,4;87,3;79,2;93;6;-5,3;19,1;1,1;5,5;503.190,00;69;17
41297;SSG5;Stichting P.C.V.O.E;2012;1,2;1,3;0,42;0,55;9,1;0;0;0;19,5;1,8;0,9;38,06;1,19;2,7;85,7;80;92;6,1;-2,1;19,5;4,1;4,6;2.045.579,00;77;23
41297;SSG5;Stichting P.C.V.O.E;2013;1,16;0,6;0,45;0,58;10,8;0;0;0;19,5;3,3;2,5;34,42;1,16;2,2;84,3;78,2;92,2;5,8;-3,2;19,5;2,9;5,5;1.485.000,00;66;29
41298;SSG5;Stg. Scholengroep Spinoza;2009;0,9;-2,9;0,26;0,45;4,7;4,5;0;0;7,9;2,9;0;24,76;0,9;1,4;86,6;78,3;93,1;6;-8,7;7,9;-1,5;6,5;-560.867,00;55;32
41298;SSG5;Stg. Scholengroep Spinoza;2010;0,82;-1,7;0,33;0,41;4,6;0;0;0;9,4;3;0,1;22,97;0,82;2;86,3;78,9;93;2,1;-6,3;9,4;-2,8;5,8;-1.099.524,00;55;33
41298;SSG5;Stg. Scholengroep Spinoza;2011;0,55;-3,9;0,23;0,29;3,6;0;0;0;5,5;3;0,2;19,09;0,55;1,7;88,2;79;93,1;1,4;-9,9;5,5;-6,9;5,7;-2.764.606,00;56;28
41298;SSG5;Stg. Scholengroep Spinoza;2012;0,58;-0,7;0,21;0,29;3,5;0;0;0;4,6;1,8;0,2;17,46;0,58;1,5;85,5;79,5;93,6;1,6;-9,1;4,6;-6,1;5,9;-2.508.252,00;52;27
41298;SSG5;Stg. Scholengroep Spinoza;2013;0,95;3,8;0,32;0,41;6,8;0;0;0;8,2;2,2;0;22,16;0,95;1,6;82;79,9;93,8;2,3;-4,1;8,2;-0,7;6,1;-319.878,00;53;30
41313;SSG1;Stg. PRO 's-Hertogenbosch;2009;5,32;3;0,49;0,84;22,9;0;0;0;22,9;2,2;0;46,63;5,32;4,7;60,7;56,9;90,8;16,2;17,8;22,9;32,4;9,3;1.618.546,00;27;7
41313;SSG1;Stg. PRO 's-Hertogenbosch;2010;5,39;0,5;0,49;0,84;23,2;0;0;0;23,6;2,2;0;48,37;5,39;6;62,3;56,9;90,8;17,2;18,1;23,6;33,6;7;1.758.828,00;28;15
41313;SSG1;Stg. PRO 's-Hertogenbosch;2011;4,16;-2,5;0,67;0,81;22,4;0;0;0;22,8;0,8;0;34,08;4,16;1,2;66;61,3;95,2;4,7;16,8;22,8;20,7;4,1;1.009.560,00;24;15
41313;SSG1;Stg. PRO 's-Hertogenbosch;2012;3,34;-6,8;0,63;0,76;25,5;0;0;0;26;0,5;0;41,14;3,34;2,3;93,4;80,9;92,5;5,3;19;26;22,9;4,6;774.550,00;36;9
41313;SSG1;Stg. PRO 's-Hertogenbosch;2013;3,55;-0,8;0,62;0,76;24;0;0;0;24,6;0,4;0;39,58;3,55;1;85,8;80,5;94,7;5,5;19,7;24,6;24,2;4,4;838.316,00;35;4
41320;SSG5;Stichting Dollard College;2009;0,44;0,1;0,29;0,38;20,8;0;0;0;22;1,9;0;60,68;0,44;-0,1;82,4;78,5;95,2;7,1;-35,2;22;-26,4;6,9;-6.058.555,00;174;17
41320;SSG5;Stichting Dollard College;2010;0,35;-6,5;0,26;0,27;20;0;0;0;20,9;4,9;35,2;32,52;0,31;2;90,4;77,7;91,6;1,3;-44;20,9;-39;8,8;-9.152.524,00;218;21
41320;SSG5;Stichting Dollard College;2011;0,28;-2,6;0,25;0,26;17,2;0;0;0;18,1;2,3;0,2;26,2;0,23;2,7;86,7;78,5;92,9;1,3;-43,7;18,1;-39,3;7,2;-9.334.194,00;198;13
41320;SSG5;Stichting Dollard College;2012;1,66;2,3;0,64;0,7;19,2;0;0;0;19,9;3,8;0,5;-14,02;1,42;2,9;84,7;79,8;92,1;1,9;4,7;19,9;6,3;6,6;1.529.407,00;35;7
41320;SSG5;Stichting Dollard College;2013;0,42;5;0,33;0,34;21,2;0;0;0;25;1,4;0,1;31,91;0,37;2,3;79,7;78,5;93,6;0,9;-32,2;25;-29,3;7,2;-7.139.628,00;183;7
41332;SSG5;Stg Opb Ond Jan van Brabant;2009;3,77;4,4;0,64;0,79;38,5;16,9;0;0;41,3;4,4;11,8;52,17;3,77;0,5;81;80,1;94,5;9,7;24,7;41,3;29,2;6,4;3.059.833,00;39;10
41332;SSG5;Stg Opb Ond Jan van Brabant;2010;3,47;-5,1;0,59;0,74;33,8;4,2;0;0;36,4;3,3;-3,7;53,76;3,47;0,4;84,3;76,6;95,8;9;23,2;36,4;32,5;10,8;3.673.137,00;48;29
41332;SSG5;Stg Opb Ond Jan van Brabant;2011;2,73;0,9;0,61;0,72;31,5;23,5;0;0;33,9;1;2,3;47,98;2,73;0,4;79,4;76,1;95,3;6,6;21,9;33,9;22,1;7,4;2.748.558,00;47;5
41332;SSG5;Stg Opb Ond Jan van Brabant;2012;3,04;3,1;0,64;0,76;33,6;21,1;0;0;36;1;0,7;48,65;3,04;0;79,2;77,9;95,5;6,3;25,3;36;24,4;7,4;3.131.316,00;44;6
41332;SSG5;Stg Opb Ond Jan van Brabant;2013;4,23;4,5;0,69;0,81;40,4;11;0;0;40,4;1,8;1,3;51,16;4,23;0;77;78,7;97,9;6,7;28,6;40,4;31,8;7,4;4.095.828,00;36;4
41333;SSG3;Stichting OVOO;2009;1,81;2,3;0,22;0,52;7,7;0;0;0;7,7;1,1;0,1;32,09;1,81;0;86,6;82,5;93;10,7;0,5;7,7;12,5;6,2;1.243.396,00;56;28
41333;SSG3;Stichting OVOO;2010;1,72;3,9;0,4;0,58;12,1;0;0;0;14,7;1,8;0;34,31;1,72;0;83,9;83,8;96;7;7,5;14,7;10,2;6,2;1.038.857,00;52;10
41333;SSG3;Stichting OVOO;2011;2,08;1,3;0,44;0,65;15,4;0;0;0;17,2;1;0,1;36,21;2,08;0;85,1;82,9;96,1;8,3;10,1;17,2;13,6;6,5;1.274.540,00;46;11
41333;SSG3;Stichting OVOO;2012;2,38;1,4;0,46;0,69;18,9;0;0;0;20,5;1;0;41,18;2,38;0;84,8;82,9;96,4;9,9;13,4;20,5;17,6;6,4;1.493.379,00;47;10
41333;SSG3;Stichting OVOO;2013;2,82;0,2;0,45;0,72;15,8;0;0;0;21,9;1,1;0;45,68;2,82;0;85,3;82,5;96,6;13,3;15,1;21,9;23;5,2;1.845.427,00;46;11
41347;SSG5;Chr VO Noord Friesland;2009;1,46;-2,5;0,52;0,71;14;0,6;0;0;29,6;6,4;5,7;48,06;1,46;0,3;87,7;79,2;92,7;10,6;3,2;29,6;7,7;7,3;1.966.492,00;61;20
41347;SSG5;Chr VO Noord Friesland;2010;1,53;-5,7;0,54;0,67;9,3;0;0;0;27,3;1;1,5;41,04;1,53;0,3;92,6;80,3;91,6;6,7;2,1;27,3;8,7;6,6;2.281.921,00;60;17
41347;SSG5;Chr VO Noord Friesland;2011;1,82;-0,1;0,56;0,71;9,8;0;0;0;26,2;0,7;0;38,74;1,82;0,2;86;81,3;94,7;7,1;4,4;26,2;11,3;6,4;3.128.888,00;50;5
41347;SSG5;Chr VO Noord Friesland;2012;1,85;2,9;0,58;0,69;10,8;0;0;0;28,7;2,5;0;41,97;1,85;0,2;82,7;79,5;93,4;5,4;8,3;28,7;13,1;7,4;3.753.305,00;57;4
41347;SSG5;Chr VO Noord Friesland;2013;2,22;3,7;0,61;0,72;10,6;0;0;0;31,6;2;0;44,86;2,22;0,2;81,2;79,9;94,7;5,8;12,5;31,6;17,6;6,9;5.181.427,00;53;7
41360;SSG5;Stg. VO Haaglanden;2009;1,93;-5,1;0,43;0,71;9,8;78,7;0;0;16,1;0;0;37,29;1,93;6,9;86,8;68,6;83,1;10,3;19,3;16,1;10,1;15,7;9.616.900,00;40;21
41360;SSG5;Stg. VO Haaglanden;2010;1,38;1,1;0,47;0,63;10,7;70,7;0;0;15,6;0,3;1;31,98;1,38;12,9;84,1;66,8;78,5;5,1;18,2;15,6;4,7;20,4;5.099.300,00;45;22
41360;SSG5;Stg. VO Haaglanden;2011;0,6;-2,1;0,36;0,46;9,3;81,6;0;0;14;2,9;7,6;29,77;0,6;8,5;85,8;70;83,3;3,5;2,7;14;-7,3;16;-7.632.700,00;67;21
41360;SSG5;Stg. VO Haaglanden;2012;1,84;0,3;0,46;0,6;9,5;0;0;0;14,9;0,7;1,3;22,4;1,84;3,9;85,3;75,9;88,7;4,6;1,6;14,9;8,6;9,8;8.701.200,00;37;26
41360;SSG5;Stg. VO Haaglanden;2013;1,39;4,9;0,53;0,66;9,9;49,5;0;0;19,2;0,5;0;27,1;1,39;3,9;81,3;76;88,9;4,6;7,5;19,2;3,9;10,3;4.148.700,00;37;14
41386;SSG5;Stg. v. OVO in G'chem en Regio;2009;1,36;-2,4;0,36;0,65;17,3;0;0;0;17,3;2,2;0,5;34,23;1,36;2,2;86,7;77,6;91,7;13,7;-8,4;17,3;6;8;1.622.459,00;61;25
41386;SSG5;Stg. v. OVO in G'chem en Regio;2010;1,81;1,8;0,45;0,72;13,8;0;0;0;16,1;1,6;0,7;23,97;1,81;2,1;84,3;77,2;89,9;9,7;-1,6;16,1;8,3;7,8;2.381.579,00;37;12
41386;SSG5;Stg. v. OVO in G'chem en Regio;2011;1,41;-1,2;0,39;0,66;12;0;0;0;14,7;2,7;0,8;27,29;1,41;1,7;86,2;78,9;92,6;10,2;-5,3;14,7;5,3;7,4;1.421.434,00;47;12
41386;SSG5;Stg. v. OVO in G'chem en Regio;2012;1,67;0,6;0,39;0,72;12,7;0;0;0;15,2;3;0,9;28,16;1,67;0,5;82,3;78,3;94,5;13;-6,1;15,2;7,3;8;1.929.206,00;39;16
41386;SSG5;Stg. v. OVO in G'chem en Regio;2013;1,88;2,1;0,4;0,72;12,3;0;0;0;16,9;2,7;0;32,29;1,88;0,5;80,2;77,6;94,7;13,4;-3,7;16,9;10,2;7,6;2.796.288,00;42;15
41389;SSG3;SOVON;2009;0,86;2,6;0,18;0,2;4,7;0;0;0;30;6;0;163,02;0,86;0;84,5;80,9;93,2;2;-17,7;30;-18,6;3,8;-1.238.507,00;478;23
41389;SSG3;SOVON;2010;1,31;0,3;0,39;0,43;8,1;0;0;0;27;12,8;0;68,6;1,31;0;82,3;74,4;90;2,5;10,9;27;12,2;3,5;896.511,00;143;22
41389;SSG3;SOVON;2011;1,05;-1,2;0,6;0,65;8,1;0;0;0;25,3;8,2;6;36,5;1,05;0,2;85,3;76,1;90,3;2,4;-1,8;25,3;0,8;3,8;57.216,00;54;16
41389;SSG3;SOVON;2012;1,57;4,3;0,64;0,71;10,6;0;0;0;27,3;2,9;0;37,21;1,57;0,2;79,6;77,4;93;2,7;4,6;27,3;7;4;574.453,00;45;9
41389;SSG3;SOVON;2013;1,87;1,6;0,62;0,71;13,6;0;0;0;30,4;2,9;0;44,15;1,87;0,2;81,6;77,4;93,3;4,6;8,4;30,4;12,4;5;962.246,00;52;12
41391;SSG5;Stichting LVO;2009;1,4;1;0,24;0,66;15,5;44,4;0;0;16,5;1,4;1,3;43,05;1,31;1,4;86,4;80,4;92,5;28,7;-19,5;16,5;7,7;7,5;16.919.488,00;71;16
41391;SSG5;Stichting LVO;2010;1,22;-0,6;0,27;0,66;15,1;14,4;0;0;17,9;1,5;1;40,8;1,07;1;87,3;81,8;94,3;26,5;-20,2;17,9;4,5;5,4;9.820.819,00;73;15
41391;SSG5;Stichting LVO;2011;1,16;-2,6;0,24;0,67;12,7;12,3;0;0;15,2;2,4;2,4;35,82;1,02;1,3;87,5;80,4;94,4;28,1;-24,4;15,2;3;7,1;6.652.401,00;67;18
41391;SSG5;Stichting LVO;2012;1,26;0,2;0,51;0,64;16;0;0;0;30,6;1,4;1,5;35,78;1,13;1,2;86,6;81,9;94,6;7,5;-1,5;30,6;4,9;5,7;11.041.329,00;68;12
41391;SSG5;Stichting LVO;2013;1,65;4,6;0,55;0,67;19,2;0;0;0;34,2;1;0,1;40,57;1,52;1,7;83,6;82,9;94,6;7,7;5,5;34,2;11,6;4,4;26.838.059,00;65;12
41397;SSG4;Stg. v. Opb. Ond. in Dordrecht;2009;0,19;-1,3;0,27;0,53;6,4;67,4;0;0;7,9;0,7;0,5;22,43;0,19;1;85,2;75,8;90,1;7,5;-14,7;7,9;-11,1;6,9;-2.141.248,00;50;4
41397;SSG4;Stg. v. Opb. Ond. in Dordrecht;2010;0,38;-1,9;0,22;0,42;3,7;0;0;0;5,1;0,8;0,1;17,42;0,38;1,4;82,6;75,6;93,3;4,6;-13,9;5,1;-8,4;8,1;-1.729.235,00;49;7
41397;SSG4;Stg. v. Opb. Ond. in Dordrecht;2011;0,64;0,1;0,2;0,44;3,7;0;0;0;5,1;1,2;0;20,23;0,64;1;81,8;76,7;93,7;6,1;-12;5,1;-5,1;7,2;-1.068.350,00;52;8
41397;SSG4;Stg. v. Opb. Ond. in Dordrecht;2012;0,83;0;0,19;0,43;4,9;0;0;0;5;0,9;0;21,87;0,83;0,5;82,3;76,9;93,4;6,5;-9,7;5;-2,6;7,5;-543.110,00;55;8
41397;SSG4;Stg. v. Opb. Ond. in Dordrecht;2013;0,99;0,2;0,2;0,47;4,3;0;0;0;5,3;0,8;0;22,26;0,99;0,1;80,8;76,9;94,9;7,1;-7,6;5,3;-0,1;7,7;-21.407,00;51;10
41402;SSG4;Stg. Scholengr. Den Haag ZW;2009;1,87;5,4;0,36;0,59;12,9;0;0;0;20,2;5,1;0,1;54,26;1,87;1,9;80,2;77,5;91,5;12,7;8,3;20,2;20,2;7,5;3.731.833,00;85;18
41402;SSG4;Stg. Scholengr. Den Haag ZW;2010;2,22;9,4;0,52;0,64;22,1;0;0;0;33,2;2,9;0,6;61,2;2,22;1,7;77,8;77;89,7;7,1;23,3;33,2;28;7,2;5.464.532,00;84;14
41402;SSG4;Stg. Scholengr. Den Haag ZW;2011;3,43;4,2;0,61;0,75;28,1;0;0;0;38,7;2,1;0,7;60,83;3,43;3,2;79,1;74,6;90,4;8,8;31,8;38,7;37,6;9,5;7.040.721,00;57;31
41402;SSG4;Stg. Scholengr. Den Haag ZW;2012;3,58;1,8;0,6;0,76;32,3;0;0;0;42,4;2,9;0,4;68,92;3,58;3,3;80,9;74,8;90,8;11,4;36,4;42,4;44,4;7,9;7.920.443,00;63;69
41402;SSG4;Stg. Scholengr. Den Haag ZW;2013;4;5,1;0,66;0,78;38,2;0;0;0;47,4;4,4;0,5;69,71;4;3;76,9;74,1;91,5;8,8;41;47,4;46,3;7,2;8.276.257,00;56;71
41403;SSG4;Stg C.V.O. Zeeland;2009;0,84;-0,7;0,17;0,27;7,4;2,8;0;0;8,9;7,4;0,3;41,66;0,84;0,6;83,9;78,8;94,6;4,9;-12,6;8,9;-5,9;4,4;-1.094.900,00;131;30
41403;SSG4;Stg C.V.O. Zeeland;2010;0,89;-0,3;0,21;0,25;7,6;3,6;0;0;11,6;1,4;0,5;44,79;0,89;0,2;82;77,2;94,5;2,2;-7,9;11,6;-4,4;3,9;-806.557,00;144;31
41403;SSG4;Stg C.V.O. Zeeland;2011;0,83;-0,2;0,34;0,4;8,1;3,4;0;0;12;3;0,4;25;0,83;0,1;81,4;77,3;95,1;2;-6,5;12;-3,3;4,2;-575.092,00;72;31
41403;SSG4;Stg C.V.O. Zeeland;2012;0,9;0,7;0,35;0,39;10,8;3;0;0;12,8;2;0,4;27,21;0,9;0;80,6;77,2;95,1;1,8;-5;12,8;-2,1;3,9;-363.720,00;78;29
41403;SSG4;Stg C.V.O. Zeeland;2013;1,25;6,2;0,47;0,51;15,8;1,9;0;0;18,5;2,4;0,5;30,47;1,25;0;75,7;76,3;94,6;1,5;2,4;18,5;4,6;4,3;819.402,00;67;28
41429;SSG5;Stichting Ichthus College;2009;0,63;1,5;0,56;0,59;22,6;0;0;0;24,5;0,9;0,9;35,09;0,63;0,6;80,2;75,3;92,5;1,4;6,4;24,5;-6,5;8,3;-1.226.558,00;65;41
41429;SSG5;Stichting Ichthus College;2010;0,8;-1,5;0,57;0,6;23,3;0;0;0;26,3;0,7;0,5;38,28;0,8;0,8;80,3;75,8;95,7;1,4;8,7;26,3;-3,7;8,3;-684.873,00;69;35
41429;SSG5;Stichting Ichthus College;2011;0,91;-4;0,51;0,54;18,7;0;0;0;21,6;1,2;0,6;35,12;0,91;0,1;80,1;73,9;96;1,4;4,3;21,6;-1,7;8,2;-315.093,00;72;57
41429;SSG5;Stichting Ichthus College;2012;0,98;-0,1;0,58;0,61;17,3;0;0;0;20,1;1,1;1,3;27,52;0,98;0;78,7;76,3;97,1;1,2;4,7;20,1;-0,2;7,6;-46.803,00;49;43
41429;SSG5;Stichting Ichthus College;2013;1,43;2;0,61;0,65;17,6;0;0;0;20;0,7;0;27,36;1,43;0,3;78,9;76,4;94,8;1,1;8,9;20;4,9;7,2;1.112.175,00;42;55
41430;SSG5;Stg. Agnieten College/ de Boog;2009;0,22;-3;0,13;0,18;1,9;0;0;0;3,2;2,4;1,2;17,39;0,22;0,3;85,5;76,5;92,2;1,2;-18,4;3,2;-15,8;7,9;-4.849.654,00;74;16
41430;SSG5;Stg. Agnieten College/ de Boog;2010;0,5;-1;0,14;0,18;2,4;0;0;0;4,9;1,2;7,2;21,05;0,5;0,6;82,2;77,8;95,6;1,2;-22,5;4,9;-8,3;8,1;-2.567.140,00;60;19
41430;SSG5;Stg. Agnieten College/ de Boog;2011;0,23;-3,6;0,03;0,06;-1,2;0;0;0;1,2;2;6,3;18,08;0,23;0,7;81,1;75;95,8;1;-31,4;1,2;-17,7;8,7;-5.722.070,00;84;19
41430;SSG5;Stg. Agnieten College/ de Boog;2012;0,29;0,7;0,05;0,08;-0,5;0;0;0;1,9;0,7;0,3;18,83;0,29;0,6;82,1;78,8;95,3;1,1;-28,8;1,9;-15,4;5,4;-5.057.100,00;78;22
41430;SSG5;Stg. Agnieten College/ de Boog;2013;0,94;0,4;0,04;0,06;1;0;0;0;2,2;1,2;1,3;38,86;0,94;0,9;81,5;77,7;95;1;-39;2,2;-1;6,2;-357.751,00;61;18
41440;SSG4;Stg CVO Over- en Midden-Betuwe;2009;0,4;-1,2;0,26;0,48;10,4;60,9;0;0;12,4;3,4;0,2;38,1;0,4;0,8;82,9;76,4;93,3;10,5;-11,9;12,4;-14,6;6,8;-4.402.490,00;89;8
41440;SSG4;Stg CVO Over- en Midden-Betuwe;2010;0,38;0,8;0,42;0,55;11;41,3;0;0;17,3;1,2;0,2;32,79;0,38;1,1;79,8;75,1;93,3;5,6;-3,7;17,3;-11,4;6,4;-3.542.081,00;67;5
41440;SSG4;Stg CVO Over- en Midden-Betuwe;2011;0,6;0,5;0,38;0,51;9,4;29,6;0;0;15,6;1,3;0,1;32,86;0,6;1,4;82,2;77,3;93,5;5,4;-3,4;15,6;-8;5;-2.549.350,00;73;6
41440;SSG4;Stg CVO Over- en Midden-Betuwe;2012;0,88;5,3;0,4;0,52;5,5;29,6;0;0;14,6;1,2;0,3;28,6;0,88;0,9;79,6;78;92,8;4,2;-2,1;14,6;-2;3,9;-689.998,00;63;5
41440;SSG4;Stg CVO Over- en Midden-Betuwe;2013;1,32;5;0,46;0,59;4,6;21,7;0;0;19;1,2;0,2;34,41;1,32;0,8;78,5;76,8;93;5,4;4,5;19;5,4;6,6;1.905.978,00;62;6
41442;SSG4;RSG Magister Alvinus;2009;1,98;-2,3;0,38;0,61;10,2;0;0;0;12,8;1,4;0;34,01;1,98;0,4;87,6;80,3;93,8;8,1;5,2;12,8;12,9;6,4;1.613.573,00;48;12
41442;SSG4;RSG Magister Alvinus;2010;1,31;-6,3;0,35;0,5;4,6;0;0;0;10,5;4,2;0;29,56;1,31;1,1;91;80;93,4;4,2;0,4;10,5;4,6;6,9;573.834,00;54;5
41442;SSG4;RSG Magister Alvinus;2011;1,56;0,2;0,35;0,54;5,6;0;0;0;10,5;0,6;0;29,76;1,56;0,5;87,2;80,9;92,6;5,5;2,4;10,5;7,8;5,8;984.622,00;50;4
41442;SSG4;RSG Magister Alvinus;2012;2,26;5,7;0,47;0,66;9,7;0;0;0;15,5;1,9;0;33,23;2,26;0,6;79,6;79,8;94,5;6,5;8,2;15,5;14,2;6,4;1.915.776,00;41;5
41442;SSG4;RSG Magister Alvinus;2013;2,74;6,4;0,52;0,7;13,7;0;0;0;20,9;1,7;0;39,89;2,74;0,5;79,4;79,8;94,1;7;14,7;20,9;20,8;6,7;2.990.783,00;44;10
41466;SSG1;OPDC Dordrecht;2009;0,96;-8,6;0,27;0,44;3,9;43;0;0;8,4;1,7;1,3;28,52;0,94;18,8;103,1;68,1;71,8;5,5;-3,5;8,4;-0,6;5,6;-30.656,00;65;27
41466;SSG1;OPDC Dordrecht;2010;0,8;-4,1;0,14;0,28;-3,7;0;0;0;3,5;0,8;0,2;22,08;0,73;20,7;98,4;67,1;71;3,6;-10,4;3,5;-3,7;5,3;-176.929,00;67;32
41466;SSG1;OPDC Dordrecht;2011;0,87;0,4;0,16;0,32;-8,3;0;0;0;3,8;0,4;0;20,9;0,78;18,1;93,9;67,1;71,2;4;-8,5;3,8;-2,1;5,4;-102.268,00;60;32
41466;SSG1;OPDC Dordrecht;2012;1,52;5,1;0,35;0,52;-8,2;0;0;0;8,6;0;0;22,86;1,49;18,7;88,5;70;75,1;4;2,8;8,6;6,1;5;320.136,00;43;21
41466;SSG1;OPDC Dordrecht;2013;2,03;8,1;0,47;0,59;-2,5;0;0;0;16;0,8;0;33,33;2,01;20,2;102,2;84,5;75,9;4,3;13,4;16;14,5;6,3;827.374,00;51;34
41475;SSG5;NUOVO;2009;0,62;0,3;0,22;0,49;0,7;188,1;0;0;10,4;2,9;1,7;44,92;0,62;8,3;92,5;76,9;82,9;12,9;-2;10,4;-9,3;8,1;-3.574.430,00;90;39
41475;SSG5;NUOVO;2010;0,43;-1,4;0,24;0,45;2,6;172,1;0;0;10,8;5,3;1,9;40,82;0,43;6,5;92,1;77,6;85,5;9,4;-5,1;10,8;-14,3;7,7;-5.587.077,00;91;35
41475;SSG5;NUOVO;2011;0,16;0,3;0,18;0,35;4,9;235,3;0;0;6,8;1,7;0;33,33;0,16;4,2;94,1;83;88,4;6,4;-11,9;6,8;-20,2;2,6;-7.621.657,00;88;14
41475;SSG5;NUOVO;2012;0,38;0,3;0,19;0,37;5,8;168,2;0;0;6,9;1,6;0;31,98;0,38;3,4;89,3;78,4;88,2;6,5;-9,9;6,9;-13,8;6,4;-5.352.000,00;81;18
41475;SSG5;NUOVO;2013;0,98;5,4;0,3;0,48;11,3;51,3;0;0;12,1;1,6;0;36,53;0,98;2,6;83;78,8;90,1;7,1;-1,6;12,1;-0,4;7,3;-153.000,00;74;14
41482;SSG1;Stg. SWV VO-SVO W.Friesland;2009;2,94;6,4;0,59;0,76;-0,7;0;0;0;44,5;0,6;6,5;65,19;2,94;1,9;85,2;68,4;75,2;12,5;31,9;44,5;35,5;8,7;2.599.168,00;67;9
41482;SSG1;Stg. SWV VO-SVO W.Friesland;2010;3,17;-1,3;0,6;0,77;-7,2;0;0;0;44,9;1,3;0,9;65,62;3,17;7,3;92,1;64,7;71,1;12,9;35,7;44,9;37,5;6,5;2.716.000,00;63;19
41482;SSG1;Stg. SWV VO-SVO W.Friesland;2011;3,56;-0,3;0,62;0,8;-4,6;0;0;0;46,9;1,3;0,4;65,99;3,56;3,9;94,7;69,7;73,8;13,7;36,5;46,9;39,9;4,7;2.749.000,00;57;9
41482;SSG1;Stg. SWV VO-SVO W.Friesland;2012;3,49;0,7;0,59;0,78;0,9;0;0;0;42,2;0,1;0,1;62,46;3,49;4,6;92,9;66,8;71,4;13,7;35,4;42,2;38,5;6,8;2.998.000,00;56;9
