BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.1 - IMMATERIËLE VASTE ACTIVA;1.2 - MATERIËLE VASTE ACTIVA;1.3 - FINANCIËLE VASTE ACTIVA;1.4 - VOORRADEN;1.5 - VORDERINGEN;1.6 - EFFECTEN;1.7 - LIQUIDE MIDDELEN;2.1 - EIGEN VERMOGEN;2.2 - VOORZIENINGEN;2.3 - LANGLOPENDE SCHULDEN;2.4 - KORTLOPENDE SCHULDEN;TA - TOTAAL ACTIVA;TP - TOTAAL PASSIVA;TVA - TOTAAL VASTE ACTIVA;TVLA - TOTAAL VLOTTENDE ACTIVA
41333;SSG3;Stichting OVOO;2010;;760.738;525.835;;268.652;;2.221.373;1.493.856;713.653;117.921;1.451.168;3.776.598;3.776.598;1.286.573;2.490.025
41333;SSG3;Stichting OVOO;2011;;703.053;525.835;;292.798;;2.161.641;1.618.439;783.668;101.321;1.179.899;3.683.327;3.683.327;1.228.888;2.454.439
41333;SSG3;Stichting OVOO;2012;;643.887;525.835;;221.387;;2.351.327;1.738.903;838.053;86.145;1.079.335;3.742.436;3.742.436;1.169.722;2.572.714
41333;SSG3;Stichting OVOO;2013;;580.878;466.118;;235.838;;2.621.799;1.756.163;1.066.994;69.266;1.012.210;3.904.633;3.904.633;1.046.996;2.857.637
41347;SSG5;Chr VO Noord Friesland;2009;;6.844.527;1.510.370;;1.397.754;;4.846.121;7.608.942;2.712.447;;4.277.383;14.598.772;14.598.772;8.354.897;6.243.875
41347;SSG5;Chr VO Noord Friesland;2010;;6.686.018;;;1.253.526;;5.371.462;7.201.810;1.766.129;;4.343.067;13.311.006;13.311.006;6.686.018;6.624.988
41347;SSG5;Chr VO Noord Friesland;2011;;6.094.153;;;350.276;;6.601.246;7.255.510;1.967.531;;3.822.634;13.045.675;13.045.675;6.094.153;6.951.522
41347;SSG5;Chr VO Noord Friesland;2012;;6.011.183;;;329.496;;7.860.524;8.216.269;1.548.219;;4.436.715;14.201.203;14.201.203;6.011.183;8.190.020
41347;SSG5;Chr VO Noord Friesland;2013;;5.844.052;;;547.759;;8.897.310;9.321.168;1.704.311;;4.263.642;15.289.121;15.289.121;5.844.052;9.445.069
41360;SSG5;Stg. VO Haaglanden;2009;;;15.451.700;;5.493.700;6.815.700;7.650.100;15.253.600;9.815.000;;10.342.600;35.411.200;35.411.200;15.451.700;19.959.500
41360;SSG5;Stg. VO Haaglanden;2010;;1.431.900;15.986.700;;6.469.500;6.966.200;5.114.400;16.963.600;5.554.300;;13.450.800;35.968.700;35.968.700;17.418.600;18.550.100
41360;SSG5;Stg. VO Haaglanden;2011;;12.318.200;16.521.700;;6.019.200;4.424.300;1.097.200;14.702.400;3.684.800;2.820.000;19.173.400;40.380.600;40.380.600;28.839.900;11.540.700
41360;SSG5;Stg. VO Haaglanden;2012;;13.544.700;;;7.243.500;10.000.000;1.786.700;14.987.400;4.598.500;2.660.000;10.329.000;32.574.900;32.574.900;13.544.700;19.030.200
41360;SSG5;Stg. VO Haaglanden;2013;;13.197.700;10.206.000;;4.075.700;;10.654.400;20.182.700;4.869.700;2.500.000;10.581.400;38.133.800;38.133.800;23.403.700;14.730.100
41386;SSG5;Stg. v. OVO in G'chem en Regio;2009;;6.761.110;;;1.821.616;;4.311.614;4.675.447;3.708.122;;4.510.771;12.894.340;12.894.340;6.761.110;6.133.230
41386;SSG5;Stg. v. OVO in G'chem en Regio;2010;;5.038.667;;;922.599;;4.402.983;4.634.858;2.785.388;;2.944.003;10.364.249;10.364.249;5.038.667;5.325.582
41386;SSG5;Stg. v. OVO in G'chem en Regio;2011;;5.257.679;;;892.269;;3.975.617;3.944.216;2.734.897;;3.446.452;10.125.565;10.125.565;5.257.679;4.867.886
41386;SSG5;Stg. v. OVO in G'chem en Regio;2012;;5.579.423;;;1.143.872;;3.647.045;4.051.551;3.457.078;;2.861.711;10.370.340;10.370.340;5.579.423;4.790.917
41386;SSG5;Stg. v. OVO in G'chem en Regio;2013;;5.594.008;;;1.161.747;;4.821.351;4.628.114;3.676.734;85.448;3.186.810;11.577.106;11.577.106;5.594.008;5.983.098
41389;SSG3;SOVON;2009;;3.091.573;275.442;;422.559;;7.042.250;1.995.481;133.028;;8.703.316;10.831.824;10.831.825;3.367.015;7.464.809
41389;SSG3;SOVON;2010;;1.260.534;;;442.255;;3.317.912;1.975.979;181.066;;2.863.656;5.020.701;5.020.701;1.260.534;3.760.167
41389;SSG3;SOVON;2011;;2.009.868;;;323.899;;830.189;1.885.791;181.294;;1.096.872;3.163.956;3.163.957;2.009.868;1.154.088
41389;SSG3;SOVON;2012;;1.883.727;;;200.662;;1.385.580;2.235.074;223.107;;1.011.789;3.469.969;3.469.970;1.883.727;1.586.242
41389;SSG3;SOVON;2013;;1.752.995;;;246.463;;1.825.949;2.359.237;356.004;;1.110.166;3.825.407;3.825.407;1.752.995;2.072.412
41391;SSG5;Stichting LVO;2009;;75.609.101;16.031.279;3.805.243;9.895.533;;45.668.100;36.128.316;62.795.752;9.635.800;42.449.388;151.009.256;151.009.256;91.640.380;59.368.876
41391;SSG5;Stichting LVO;2010;;81.076.608;13.130.178;6.628.712;9.011.346;;38.200.970;39.265.504;58.002.588;6.759.513;44.020.209;148.047.814;148.047.814;94.206.786;53.841.028
41391;SSG5;Stichting LVO;2011;;84.309.553;11.160.000;5.833.546;10.946.821;;30.214.773;33.563.176;61.882.569;6.676.209;40.342.739;142.464.693;142.464.693;95.469.553;46.995.140
41391;SSG5;Stichting LVO;2012;;72.077.553;9.119.850;5.453.241;7.620.402;2.271.947;37.747.090;68.796.899;16.827.266;6.614.567;42.051.351;134.290.083;134.290.083;81.197.403;53.092.680
41391;SSG5;Stichting LVO;2013;;67.351.283;9.569.352;5.326.777;7.532.160;;55.175.562;79.402.239;17.806.908;6.549.547;41.196.440;144.955.134;144.955.134;76.920.635;68.034.499
41397;SSG4;Stg. v. Opb. Ond. in Dordrecht;2009;;4.087.235;1.028.882;;191.352;;295.641;1.526.594;1.448.275;;2.628.241;5.603.110;5.603.110;5.116.117;486.993
41397;SSG4;Stg. v. Opb. Ond. in Dordrecht;2010;;3.714.782;;;368.299;;689.354;1.045.560;939.987;;2.786.888;4.772.435;4.772.435;3.714.782;1.057.653
41397;SSG4;Stg. v. Opb. Ond. in Dordrecht;2011;;3.400.959;;;436.985;;1.470.769;1.064.039;1.268.570;;2.976.104;5.308.713;5.308.713;3.400.959;1.907.754
41397;SSG4;Stg. v. Opb. Ond. in Dordrecht;2012;;2.987.173;;;476.798;;2.168.458;1.065.293;1.378.770;;3.188.366;5.632.429;5.632.429;2.987.173;2.645.256
41397;SSG4;Stg. v. Opb. Ond. in Dordrecht;2013;;2.616.213;;;570.415;;2.358.754;1.105.329;1.489.477;;2.950.576;5.545.382;5.545.382;2.616.213;2.929.169
41402;SSG4;Stg. Scholengr. Den Haag ZW;2009;;2.343.929;;;927.803;;7.091.428;3.738.997;2.336.765;;4.287.398;10.363.160;10.363.160;2.343.929;8.019.231
41402;SSG4;Stg. Scholengr. Den Haag ZW;2010;;2.391.423;;;731.378;;9.213.317;6.472.998;1.382.958;;4.480.163;12.336.118;12.336.119;2.391.423;9.944.695
41402;SSG4;Stg. Scholengr. Den Haag ZW;2011;;1.863.925;;;1.591.234;;8.351.682;7.251.474;1.653.172;;2.902.195;11.806.841;11.806.841;1.863.925;9.942.916
41402;SSG4;Stg. Scholengr. Den Haag ZW;2012;;1.673.750;;;3.392.356;;7.593.604;7.565.012;2.029.181;;3.065.517;12.659.710;12.659.710;1.673.750;10.985.960
41402;SSG4;Stg. Scholengr. Den Haag ZW;2013;;1.776.415;;;3.490.800;;7.542.972;8.471.885;1.580.787;;2.757.515;12.810.187;12.810.187;1.776.415;11.033.772
41403;SSG4;Stg C.V.O. Zeeland;2009;;3.862.528;45.377;;1.515.976;;4.055.420;1.649.980;907.588;255.437;6.666.296;9.479.301;9.479.301;3.907.905;5.571.396
41403;SSG4;Stg C.V.O. Zeeland;2010;;3.469.432;76.796;;1.531.798;;4.814.834;2.110.020;391.660;238.000;7.153.189;9.892.860;9.892.869;3.546.228;6.346.632
41403;SSG4;Stg C.V.O. Zeeland;2011;;3.146.311;70.245;;1.481.983;;1.339.651;2.070.655;346.812;224.000;3.396.726;6.038.190;6.038.193;3.216.556;2.821.634
41403;SSG4;Stg C.V.O. Zeeland;2012;;2.989.632;66.002;;1.341.355;;1.920.733;2.183.097;298.817;210.000;3.625.808;6.317.722;6.317.722;3.055.634;3.262.088
41403;SSG4;Stg C.V.O. Zeeland;2013;;2.886.703;64.211;;1.359.260;;2.751.076;3.299.623;274.693;196.000;3.290.934;7.061.250;7.061.250;2.950.914;4.110.336
41429;SSG5;Stichting Ichthus College;2009;;3.519.092;2.606.353;;2.109.597;;18.586;4.635.319;263.569;;3.354.741;8.253.628;8.253.629;6.125.445;2.128.183
41429;SSG5;Stichting Ichthus College;2010;;3.293.724;2.462.819;;1.768.052;;980.892;4.811.687;259.986;;3.433.817;8.505.487;8.505.490;5.756.543;2.748.944
41429;SSG5;Stichting Ichthus College;2011;;3.290.930;1.339.508;;2.951.298;;417.189;4.061.201;254.145;;3.683.580;7.998.925;7.998.926;4.630.438;3.368.487
41429;SSG5;Stichting Ichthus College;2012;;3.133.107;1.203.268;;2.377.179;;272.596;4.043.980;245.591;;2.696.578;6.986.150;6.986.149;4.336.375;2.649.775
41429;SSG5;Stichting Ichthus College;2013;;2.596.604;1.038.766;;3.404.240;;309.156;4.503.340;244.205;;2.601.221;7.348.766;7.348.766;3.635.370;3.713.396
41430;SSG5;Stg. Agnieten College/ de Boog;2009;;6.206.140;;;1.346.874;;39.479;984.699;371.787;;6.236.007;7.592.493;7.592.493;6.206.140;1.386.353
41430;SSG5;Stg. Agnieten College/ de Boog;2010;;8.218.522;;;1.621.457;;944.509;1.532.372;369.009;3.750.000;5.133.106;10.784.488;10.784.487;8.218.522;2.565.966
41430;SSG5;Stg. Agnieten College/ de Boog;2011;;10.087.321;45.769;;1.699.535;;24.838;377.942;326.929;3.706.144;7.446.443;11.857.463;11.857.458;10.133.090;1.724.373
41430;SSG5;Stg. Agnieten College/ de Boog;2012;;9.660.667;8.940;;1.984.128;;32.225;611.438;355.533;3.645.538;7.073.453;11.685.960;11.685.962;9.669.607;2.016.353
41430;SSG5;Stg. Agnieten College/ de Boog;2013;;13.505.126;29.873;;1.681.691;;3.747.745;742.028;352.818;12.082.402;5.787.187;18.964.435;18.964.435;13.534.999;5.429.436
41440;SSG4;Stg CVO Over- en Midden-Betuwe;2009;;7.083.226;4.263.050;;688.025;491.421;1.739.350;3.733.209;3.158.632;51.945;7.321.286;14.265.072;14.265.072;11.346.276;2.918.796
41440;SSG4;Stg CVO Over- en Midden-Betuwe;2010;;6.480.478;4.247.667;;461.427;31.029;1.701.327;5.407.710;1.740.941;37.413;5.735.864;12.921.928;12.921.928;10.728.145;2.193.783
41440;SSG4;Stg CVO Over- en Midden-Betuwe;2011;;5.953.857;3.278.440;;522.584;751.609;2.499.205;4.944.671;1.715.940;22.336;6.322.748;13.005.695;13.005.695;9.232.297;3.773.398
41440;SSG4;Stg CVO Over- en Midden-Betuwe;2012;;5.583.835;1.457.339;;479.343;;4.640.292;4.924.015;1.427.161;;5.809.633;12.160.809;12.160.809;7.041.174;5.119.635
41440;SSG4;Stg CVO Over- en Midden-Betuwe;2013;;5.200.127;1.450.680;;562.962;;7.273.490;6.671.314;1.885.471;;5.930.474;14.487.259;14.487.259;6.650.807;7.836.452
41442;SSG4;RSG Magister Alvinus;2009;;990.807;;7.650;415.485;;2.832.191;1.597.342;1.007.038;;1.641.753;4.246.133;4.246.133;990.807;3.255.326
41442;SSG4;RSG Magister Alvinus;2010;;1.245.934;;8.500;175.371;;2.233.052;1.296.075;523.693;;1.843.089;3.662.857;3.662.857;1.245.934;2.416.923
41442;SSG4;RSG Magister Alvinus;2011;;1.042.895;;9.700;127.061;;2.595.761;1.326.680;700.837;;1.747.900;3.775.417;3.775.417;1.042.895;2.732.522
41442;SSG4;RSG Magister Alvinus;2012;;1.047.723;;2.900;195.151;;3.238.851;2.092.346;871.153;;1.521.126;4.484.625;4.484.625;1.047.723;3.436.902
41442;SSG4;RSG Magister Alvinus;2013;;1.027.424;;8.300;395.210;;4.301.266;3.008.302;1.009.905;;1.713.993;5.732.200;5.732.200;1.027.424;4.704.776
41466;SSG1;OPDC Dordrecht;2009;;532.563;176.621;25.496;367.543;;446.153;410.717;267.811;;869.848;1.548.376;1.548.376;709.184;839.192
41466;SSG1;OPDC Dordrecht;2010;;514.624;590;56.358;410.233;;223.115;166.837;171.448;;866.635;1.204.920;1.204.920;515.214;689.706
41466;SSG1;OPDC Dordrecht;2011;;476.823;590;68.685;424.127;;190.029;184.861;190.284;;785.109;1.160.254;1.160.254;477.413;682.841
41466;SSG1;OPDC Dordrecht;2012;;342.556;;20.000;302.243;;609.046;451.617;211.075;;611.153;1.273.845;1.273.845;342.556;931.289
41466;SSG1;OPDC Dordrecht;2013;;334.378;;11.278;533.686;;1.089.275;917.501;244.251;;806.865;1.968.617;1.968.617;334.378;1.634.239
41475;SSG5;NUOVO;2009;401.711;4.608.254;7.481.435;;4.112.702;;1.732.107;3.976.344;4.940.626;;9.419.239;18.336.209;18.336.209;12.491.400;5.844.809
41475;SSG5;NUOVO;2010;266.213;5.954.293;7.314.400;;3.735.287;;434.458;4.250.238;3.697.591;;9.756.822;17.704.651;17.704.651;13.534.906;4.169.745
41475;SSG5;NUOVO;2011;195.923;6.525.995;6.016.000;;1.495.343;;;2.556.756;2.396.505;163.000;9.117.000;14.233.261;14.233.261;12.737.918;1.495.343
41475;SSG5;NUOVO;2012;118.000;6.084.000;4.523.000;;1.885.000;;1.362.000;2.689.000;2.540.000;144.000;8.599.000;13.972.000;13.972.000;10.725.000;3.247.000
41475;SSG5;NUOVO;2013;79.000;5.452.000;2.508.000;;1.578.000;;6.493.000;4.885.000;2.876.000;125.000;8.224.000;16.110.000;16.110.000;8.039.000;8.071.000
41482;SSG1;Stg. SWV VO-SVO W.Friesland;2009;;1.499.019;70.077;;184.431;;3.757.352;3.255.238;913.026;;1.342.615;5.510.879;5.510.879;1.569.096;3.941.783
41482;SSG1;Stg. SWV VO-SVO W.Friesland;2010;;1.413.000;60.000;;375.000;;3.595.000;3.251.000;937.000;;1.254.000;5.443.000;5.442.000;1.473.000;3.970.000
41482;SSG1;Stg. SWV VO-SVO W.Friesland;2011;;1.373.000;50.000;;175.000;;3.648.000;3.229.000;943.000;;1.074.000;5.246.000;5.246.000;1.423.000;3.823.000
41482;SSG1;Stg. SWV VO-SVO W.Friesland;2012;;1.316.000;40.000;;184.000;;4.018.000;3.287.000;1.067.000;;1.204.000;5.558.000;5.558.000;1.356.000;4.202.000
41482;SSG1;Stg. SWV VO-SVO W.Friesland;2013;;1.228.000;20.000;;414.000;;3.777.000;3.309.000;1.220.000;;910.000;5.439.000;5.439.000;1.248.000;4.191.000
41490;SSG4;Stg. OVO Ooststellingwerf;2009;;3.212.181;;;121.641;;1.118.217;1.990.661;477.937;560.000;1.423.441;4.452.039;4.452.039;3.212.181;1.239.858
41490;SSG4;Stg. OVO Ooststellingwerf;2010;;3.673.045;;;95.316;;654.618;2.099.508;487.828;490.000;1.345.643;4.422.979;4.422.979;3.673.045;749.934
41490;SSG4;Stg. OVO Ooststellingwerf;2011;;4.031.099;;;69.949;;140.973;2.449.453;88.609;420.000;1.283.959;4.242.021;4.242.021;4.031.099;210.922
41490;SSG4;Stg. OVO Ooststellingwerf;2012;;3.918.361;;;75.262;;585.008;2.796.762;96.653;350.000;1.335.216;4.578.631;4.578.631;3.918.361;660.270
41490;SSG4;Stg. OVO Ooststellingwerf;2013;;3.802.056;;;92.428;;1.150.681;3.316.586;114.341;280.000;1.334.238;5.045.165;5.045.165;3.802.056;1.243.109
41509;SSG4;Hondsrugcollege;2009;;4.094.915;271.252;;334.073;;5.270.837;7.227.325;872.301;;1.871.451;9.971.077;9.971.077;4.366.167;5.604.910
41509;SSG4;Hondsrugcollege;2010;;3.807.596;271.252;;166.973;;5.518.294;7.460.470;360.677;;1.942.968;9.764.115;9.764.115;4.078.848;5.685.267
41509;SSG4;Hondsrugcollege;2011;;3.700.447;3.193.800;;398.031;;2.314.837;7.429.112;348.384;;1.829.619;9.607.115;9.607.115;6.894.247;2.712.868
41509;SSG4;Hondsrugcollege;2012;;3.585.721;3.000.000;;351.684;;2.830.268;7.461.485;386.348;;1.919.840;9.767.673;9.767.673;6.585.721;3.181.952
41509;SSG4;Hondsrugcollege;2013;;3.354.145;;;408.851;;5.998.527;7.661.892;424.063;;1.675.568;9.761.523;9.761.523;3.354.145;6.407.378
41512;SSG5;Stg SVOZ;2009;;19.375.829;1.215.085;;522.193;;4.093.086;8.677.984;2.534.283;15.645;13.978.283;25.206.193;25.206.195;20.590.914;4.615.279
41512;SSG5;Stg SVOZ;2010;;19.050.090;;;300.379;;3.709.086;8.228.481;2.275.307;15.629;12.540.138;23.059.555;23.059.555;19.050.090;4.009.465
41512;SSG5;Stg SVOZ;2011;;18.920.526;;;517.050;;2.793.415;7.527.190;2.455.832;14.038;12.233.931;22.230.991;22.230.991;18.920.526;3.310.465
41512;SSG5;Stg SVOZ;2012;;5.481.174;;;288.514;;2.393.911;3.115.969;2.319.493;13.475;2.714.662;8.163.599;8.163.599;5.481.174;2.682.425
41512;SSG5;Stg SVOZ;2013;;4.978.711;;;440.414;;3.155.454;3.371.959;2.575.815;14.640;2.612.165;8.574.579;8.574.579;4.978.711;3.595.868
41513;SSG2;Stg J. de Witt-gymnasium;2009;;313.141;;;72.671;;2.706.021;2.388.022;212.395;;491.416;3.091.833;3.091.833;313.141;2.778.692
41513;SSG2;Stg J. de Witt-gymnasium;2010;;117.504;;;61.457;;3.136.688;2.676.830;104.259;;534.560;3.315.649;3.315.649;117.504;3.198.145
41513;SSG2;Stg J. de Witt-gymnasium;2011;;131.732;;;65.539;;3.240.604;2.957.197;91.590;;389.088;3.437.875;3.437.875;131.732;3.306.143
41513;SSG2;Stg J. de Witt-gymnasium;2012;;16.087;;;37.113;;3.644.408;3.181.714;102.013;;413.881;3.697.608;3.697.608;16.087;3.681.521
41513;SSG2;Stg J. de Witt-gymnasium;2013;;2.909.703;;;111.690;;897.747;1.323.186;59.911;1.882.418;653.625;3.919.140;3.919.140;2.909.703;1.009.437
41525;SSG5;STOVOG;2009;;966.168;2.944.136;;824.837;;5.832.753;6.958.868;800.491;;2.808.535;10.567.894;10.567.894;3.910.304;6.657.590
41525;SSG5;STOVOG;2010;;1.408.787;1.862.000;;492.346;;5.507.119;6.126.651;267.918;;2.875.683;9.270.252;9.270.252;3.270.787;5.999.465
41525;SSG5;STOVOG;2011;;1.691.286;1.561.925;;324.642;;4.671.739;5.929.422;303.819;;2.016.351;8.249.592;8.249.592;3.253.211;4.996.381
41525;SSG5;STOVOG;2012;;1.362.652;;;630.919;1.322.258;5.662.651;6.736.630;338.844;;1.903.006;8.978.480;8.978.480;1.362.652;7.615.828
41525;SSG5;STOVOG;2013;;1.091.206;;;1.379.206;2.062.188;5.086.451;6.355.530;1.026.854;;2.236.667;9.619.051;9.619.051;1.091.206;8.527.845
41529;SSG1;Stg Praktijkondw. Emmen e.o.;2009;;845.397;;;2.410.471;;1.649.122;1.840.988;274.663;;2.789.339;4.904.990;4.904.990;845.397;4.059.593
41529;SSG1;Stg Praktijkondw. Emmen e.o.;2010;;838.330;;;86.352;;1.563.511;2.037.864;46.932;;403.397;2.488.193;2.488.193;838.330;1.649.863
41529;SSG1;Stg Praktijkondw. Emmen e.o.;2011;;781.595;;;94.702;;1.330.314;1.643.013;27.500;;536.098;2.206.611;2.206.611;781.595;1.425.016
41529;SSG1;Stg Praktijkondw. Emmen e.o.;2012;;801.264;;;72.070;;1.120.392;1.599.088;25.850;;368.788;1.993.726;1.993.726;801.264;1.192.462
41529;SSG1;Stg Praktijkondw. Emmen e.o.;2013;;804.401;;;353.638;;1.431.435;2.078.417;31.996;;479.061;2.589.474;2.589.474;804.401;1.785.073
41537;SSG4;Stg. Scala College;2009;;3.819.816;;;1.439.662;;2.636.525;3.197.681;1.507.260;130.488;3.060.574;7.896.003;7.896.003;3.819.816;4.076.187
41537;SSG4;Stg. Scala College;2010;;4.021.836;;;400.226;;1.926.619;2.744.192;594.704;118.905;2.890.880;6.348.681;6.348.681;4.021.836;2.326.845
41537;SSG4;Stg. Scala College;2011;;3.592.741;;;502.037;;2.567.547;2.809.287;597.066;121.710;3.134.262;6.662.325;6.662.325;3.592.741;3.069.584
41537;SSG4;Stg. Scala College;2012;;3.216.679;;;351.305;;3.233.052;3.201.877;682.146;116.790;2.800.223;6.801.036;6.801.036;3.216.679;3.584.357
41537;SSG4;Stg. Scala College;2013;;2.985.714;;;380.302;;3.812.163;3.626.865;762.607;108.860;2.679.847;7.178.179;7.178.179;2.985.714;4.192.465
41555;SSG3;Stg RSG 't Rijks;2009;;11.519.166;;22.627;1.218.703;;512.770;5.101.424;3.326.475;2.984.478;1.860.889;13.273.266;13.273.266;11.519.166;1.754.100
41555;SSG3;Stg RSG 't Rijks;2010;;13.728.654;935.772;;473.134;;437.071;5.593.509;3.418.306;4.207.750;2.355.066;15.574.631;15.574.631;14.664.426;910.205
41555;SSG3;Stg RSG 't Rijks;2011;;13.395.016;;;1.434.084;;932.597;5.945.538;3.791.639;3.684.406;2.340.114;15.761.697;15.761.697;13.395.016;2.366.681
41555;SSG3;Stg RSG 't Rijks;2012;;12.952.122;;;1.394.205;;1.315.784;6.217.415;3.713.963;3.161.062;2.569.671;15.662.111;15.662.111;12.952.122;2.709.989
41555;SSG3;Stg RSG 't Rijks;2013;;12.543.795;;;1.335.126;;1.816.997;6.768.141;3.611.591;2.839.558;2.476.628;15.695.918;15.695.918;12.543.795;3.152.123
41556;SSG3;Stg Spinozalyceum Amsterdam;2009;;-2.331.307;;;414.282;;6.111.530;2.678.969;593.671;;921.865;4.194.505;4.194.505;-2.331.307;6.525.812
41556;SSG3;Stg Spinozalyceum Amsterdam;2010;;788.365;;;56.100;;3.953.778;2.124.128;977.147;;1.696.968;4.798.243;4.798.243;788.365;4.009.878
41556;SSG3;Stg Spinozalyceum Amsterdam;2011;;3.847.040;;;46.235;;716.074;1.605.811;1.737.209;;1.266.329;4.609.349;4.609.349;3.847.040;762.309
41556;SSG3;Stg Spinozalyceum Amsterdam;2012;;810.739;;;83.780;;2.929.841;2.186.970;548.205;;1.089.185;3.824.360;3.824.360;810.739;3.013.621
41556;SSG3;Stg Spinozalyceum Amsterdam;2013;;1.320.627;;;142.009;;3.138.169;2.772.835;631.436;;1.196.534;4.600.805;4.600.805;1.320.627;3.280.178
41568;SSG5;Stichting OSVS;2009;54.046;3.182.452;926.392;;1.831.508;;7.100.239;5.997.121;2.312.218;540.000;4.245.299;13.094.637;13.094.638;4.162.890;8.931.747
41568;SSG5;Stichting OSVS;2010;45.460;3.162.556;912.145;;2.265.615;;7.519.423;6.650.278;1.500.110;480.000;5.274.810;13.905.199;13.905.198;4.120.161;9.785.038
41568;SSG5;Stichting OSVS;2011;42.383;3.291.478;1.634.854;;1.842.723;;2.715.918;4.194.910;815.695;360.050;4.156.701;9.527.356;9.527.356;4.968.715;4.558.641
41568;SSG5;Stichting OSVS;2012;54.157;2.973.556;1.659.479;;1.594.017;;1.930.702;1.247.314;1.128.347;300.100;5.536.150;8.211.911;8.211.911;4.687.192;3.524.719
41568;SSG5;Stichting OSVS;2013;43.052;3.233.438;1.554.450;;835.578;;1.259.332;43.761;1.158.384;1.204.793;4.518.912;6.925.850;6.925.850;4.830.940;2.094.910
41581;SSG5;Stg Openbaar VO Zaanstad;2009;;9.924.125;;;10.254.921;1.703.060;11.013.745;16.095.537;5.514.691;;11.285.622;32.895.851;32.895.850;9.924.125;22.971.726
41581;SSG5;Stg Openbaar VO Zaanstad;2010;;9.448.405;;;7.464.807;;14.417.899;15.981.419;3.478.498;;11.871.194;31.331.111;31.331.111;9.448.405;21.882.706
41581;SSG5;Stg Openbaar VO Zaanstad;2011;;9.482.056;;;2.101.211;;18.882.172;16.207.140;3.419.647;;10.838.652;30.465.439;30.465.439;9.482.056;20.983.383
41581;SSG5;Stg Openbaar VO Zaanstad;2012;;9.689.212;;;1.798.956;;19.750.503;18.217.869;3.240.178;;9.780.624;31.238.671;31.238.671;9.689.212;21.549.459
41581;SSG5;Stg Openbaar VO Zaanstad;2013;;9.978.409;;;1.344.285;;19.295.195;18.529.940;2.163.151;;9.924.797;30.617.889;30.617.888;9.978.409;20.639.480
41585;SSG1;Stg PC VO Barneveld e.o.;2009;;2.215.434;1.370.952;;673.438;;15.811.849;13.092.998;4.119.968;;2.858.707;20.071.673;20.071.673;3.586.386;16.485.287
41585;SSG1;Stg PC VO Barneveld e.o.;2010;;3.234.442;;;1.624.656;;15.665.080;17.225.110;235.518;;3.063.550;20.524.178;20.524.178;3.234.442;17.289.736
41585;SSG1;Stg PC VO Barneveld e.o.;2011;;9.338.532;;;799.473;;8.162.019;14.453.133;239.612;;3.607.279;18.300.024;18.300.024;9.338.532;8.961.492
41585;SSG1;Stg PC VO Barneveld e.o.;2012;;10.618.590;;;770.448;;9.442.636;17.410.921;593.803;;2.826.950;20.831.674;20.831.674;10.618.590;10.213.084
41585;SSG1;Stg PC VO Barneveld e.o.;2013;;10.631.211;;;661.861;;9.569.034;17.968.592;842.845;;2.050.669;20.862.106;20.862.106;10.631.211;10.230.895
41587;SSG3;S.O.V.O.R.;2009;;244.312;776.711;;85.911;;4.650.897;2.726.569;454.127;;2.577.135;5.757.831;5.757.831;1.021.023;4.736.808
41587;SSG3;S.O.V.O.R.;2010;;161.904;217.910;;265.830;;8.027.676;2.618.892;210.112;;5.844.316;8.673.320;8.673.320;379.814;8.293.506
41587;SSG3;S.O.V.O.R.;2011;;916.110;;;288.503;;5.241.355;2.213.024;229.652;;4.003.292;6.445.968;6.445.968;916.110;5.529.858
41587;SSG3;S.O.V.O.R.;2012;;878.229;;;139.245;;3.038.806;2.076.842;220.825;;1.758.613;4.056.280;4.056.280;878.229;3.178.051
41587;SSG3;S.O.V.O.R.;2013;;727.708;;;121.032;;3.406.102;2.513.395;246.828;;1.494.619;4.254.842;4.254.842;727.708;3.527.134
41592;SSG1;Stichting Magical Education;2009;;162.213;;;18.571;;172.010;193.270;34.754;;124.770;352.794;352.794;162.213;190.581
41592;SSG1;Stichting Magical Education;2010;;167.002;;;5.400;;17.675;-3.954;10.975;;183.056;190.077;190.077;167.002;23.075
41592;SSG1;Stichting Magical Education;2011;;130.155;;;13.985;;27.830;-154.005;12.439;105.000;208.536;171.970;171.970;130.155;41.815
41592;SSG1;Stichting Magical Education;2012;;106.342;;;47.359;;54.198;-160.477;12.439;181.000;174.937;207.899;207.899;106.342;101.557
41592;SSG1;Stichting Magical Education;2013;;80.827;;;7.779;;39.576;-247.348;12.439;;363.091;128.182;128.182;80.827;47.355
41594;SSG5;Stg Onderwijsgroep Galilei;2009;;7.671.069;;4.281;837.687;;8.388.098;5.492.287;3.171.444;;8.237.404;16.901.135;16.901.135;7.671.069;9.230.066
41594;SSG5;Stg Onderwijsgroep Galilei;2010;;7.727.997;;2.908;972.551;;7.866.282;5.730.398;1.964.399;;8.874.941;16.569.738;16.569.738;7.727.997;8.841.741
41594;SSG5;Stg Onderwijsgroep Galilei;2011;;7.656.178;;1.918;830.453;;7.318.007;5.168.392;2.230.838;;8.407.326;15.806.556;15.806.556;7.656.178;8.150.378
41594;SSG5;Stg Onderwijsgroep Galilei;2012;;11.314.457;;;1.116.696;;3.362.360;5.677.667;2.197.532;153.542;7.764.772;15.793.513;15.793.513;11.314.457;4.479.056
