BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.1 - IMMATERIËLE VASTE ACTIVA;1.2 - MATERIËLE VASTE ACTIVA;1.3 - FINANCIËLE VASTE ACTIVA;1.4 - VOORRADEN;1.5 - VORDERINGEN;1.6 - EFFECTEN;1.7 - LIQUIDE MIDDELEN;2.1 - EIGEN VERMOGEN;2.2 - VOORZIENINGEN;2.3 - LANGLOPENDE SCHULDEN;2.4 - KORTLOPENDE SCHULDEN;TA - TOTAAL ACTIVA;TP - TOTAAL PASSIVA;TVA - TOTAAL VASTE ACTIVA;TVLA - TOTAAL VLOTTENDE ACTIVA
41594;SSG5;Stg Onderwijsgroep Galilei;2013;;10.747.830;;;898.374;;4.340.812;5.675.949;2.652.810;90.011;7.568.246;15.987.016;15.987.016;10.747.830;5.239.186
41608;SSG1;Stg SWS v Alg Bijz VO IJburg;2009;;825.365;;;264.337;;872.142;81.141;78.707;;1.801.996;1.961.844;1.961.844;825.365;1.136.479
41608;SSG1;Stg SWS v Alg Bijz VO IJburg;2010;;279.691;;;231.791;;2.745.332;89.611;51.436;;3.115.767;3.256.814;3.256.814;279.691;2.977.123
41608;SSG1;Stg SWS v Alg Bijz VO IJburg;2011;;233.676;;;333.045;;2.046.793;-53.324;44.540;;2.622.298;2.613.514;2.613.514;233.676;2.379.838
41608;SSG1;Stg SWS v Alg Bijz VO IJburg;2012;;489.078;;;554.235;;495.947;-419.713;61.224;;1.897.749;1.539.260;1.539.260;489.078;1.050.182
41608;SSG1;Stg SWS v Alg Bijz VO IJburg;2013;;21.528;;;423.526;;1.356.419;-95.927;146.723;;1.750.677;1.801.473;1.801.473;21.528;1.779.945
41623;SSG3;Stg Openbaar VO Tilburg;2009;;3.335.477;;;667.937;;5.625.330;4.517.553;1.212.707;;3.898.484;9.628.744;9.628.744;3.335.477;6.293.267
41623;SSG3;Stg Openbaar VO Tilburg;2010;;3.753.671;;;592.980;;6.080.754;5.169.241;514.132;;4.744.034;10.427.405;10.427.407;3.753.671;6.673.734
41623;SSG3;Stg Openbaar VO Tilburg;2011;;3.917.141;;;315.867;;5.244.687;4.848.364;531.895;;4.097.436;9.477.695;9.477.695;3.917.141;5.560.554
41623;SSG3;Stg Openbaar VO Tilburg;2012;;3.856.989;;;535.140;;5.874.276;5.123.082;544.092;;4.599.231;10.266.405;10.266.405;3.856.989;6.409.416
41623;SSG3;Stg Openbaar VO Tilburg;2013;;3.893.454;;;333.625;;6.919.656;5.799.917;855.659;;4.491.159;11.146.735;11.146.735;3.893.454;7.253.281
41636;SSG5;Stg Onderwijsgroep Zw-Drenthe;2009;;2.478.185;;7.444;526.197;;5.961.487;3.652.638;1.864.927;;3.455.748;8.973.313;8.973.313;2.478.185;6.495.128
41636;SSG5;Stg Onderwijsgroep Zw-Drenthe;2010;;2.734.411;;5.337;643.423;;5.738.904;4.478.345;1.008.178;;3.635.552;9.122.075;9.122.075;2.734.411;6.387.664
41636;SSG5;Stg Onderwijsgroep Zw-Drenthe;2011;;2.801.290;;5.718;568.716;;4.632.794;3.755.985;823.377;;3.429.156;8.008.518;8.008.518;2.801.290;5.207.228
41636;SSG5;Stg Onderwijsgroep Zw-Drenthe;2012;;2.923.469;;4.856;355.709;;3.754.413;3.137.793;670.795;;3.229.859;7.038.447;7.038.447;2.923.469;4.114.978
41636;SSG5;Stg Onderwijsgroep Zw-Drenthe;2013;;3.181.184;;3.629;711.651;;1.778.193;2.532.589;468.656;;2.673.412;5.674.657;5.674.657;3.181.184;2.493.473
41652;SSG4;Stg Opb VO Zeeuws Vlaanderen;2009;;1.401.688;34.034;;304.021;;2.973.894;2.089.327;1.019.582;20.981;1.583.747;4.713.637;4.713.637;1.435.722;3.277.915
41652;SSG4;Stg Opb VO Zeeuws Vlaanderen;2010;;1.710.796;34.034;;184.939;;1.506.721;931.129;715.524;21.872;1.767.965;3.436.490;3.436.490;1.744.830;1.691.660
41652;SSG4;Stg Opb VO Zeeuws Vlaanderen;2011;;1.728.129;34.034;;229.104;;1.313.198;586.663;657.763;18.077;2.041.962;3.304.465;3.304.465;1.762.163;1.542.302
41652;SSG4;Stg Opb VO Zeeuws Vlaanderen;2012;;2.017.875;34.034;;214.803;;609.864;313.342;800.396;169.719;1.593.119;2.876.576;2.876.576;2.051.909;824.667
41652;SSG4;Stg Opb VO Zeeuws Vlaanderen;2013;;1.785.876;;;262.748;;1.300.700;677.812;890.581;106.589;1.674.342;3.349.324;3.349.324;1.785.876;1.563.448
41659;SSG4;Stg voor VO Lelystad;2009;;7.391.436;998.154;;3.134.358;;7.902.046;8.087.860;4.436.125;1.779.829;5.122.180;19.425.994;19.425.994;8.389.590;11.036.404
41659;SSG4;Stg voor VO Lelystad;2010;;7.373.733;2.460.679;;3.390.751;;5.085.496;7.973.714;3.323.779;1.629.073;5.384.093;18.310.659;18.310.659;9.834.412;8.476.247
41659;SSG4;Stg voor VO Lelystad;2011;;7.533.656;2.409.242;;3.004.738;;3.168.683;6.576.144;2.639.760;1.478.317;5.422.097;16.116.319;16.116.318;9.942.898;6.173.421
41659;SSG4;Stg voor VO Lelystad;2012;;6.819.309;929.146;;2.737.583;1.540.797;4.615.202;6.554.125;2.735.480;1.327.561;6.024.872;16.642.037;16.642.038;7.748.455;8.893.582
41659;SSG4;Stg voor VO Lelystad;2013;;6.347.243;903.587;;2.997.935;1.565.731;6.532.703;7.891.010;2.814.725;1.176.805;6.464.661;18.347.199;18.347.201;7.250.830;11.096.369
41664;SSG5;Stg Dunamare;2009;36.107;31.204.817;1.197.394;;16.407.739;;16.736.395;18.391.488;12.798.862;3.941.717;30.450.385;65.582.452;65.582.452;32.438.318;33.144.134
41664;SSG5;Stg Dunamare;2010;74.684;32.773.182;1.163.606;14.219;7.578.566;;9.108.318;17.667.017;10.670.525;3.631.729;18.743.304;50.712.575;50.712.575;34.011.472;16.701.103
41664;SSG5;Stg Dunamare;2011;142.334;34.358.541;1.128.298;;6.056.638;;9.017.810;19.043.345;12.083.169;3.321.741;16.255.368;50.703.621;50.703.623;35.629.173;15.074.448
41664;SSG5;Stg Dunamare;2012;140.753;34.193.622;1.091.401;;3.858.891;;11.501.680;20.870.763;12.857.390;3.011.753;14.046.441;50.786.347;50.786.347;35.425.776;15.360.571
41664;SSG5;Stg Dunamare;2013;98.630;34.586.746;;;3.841.109;;23.547.455;23.976.221;15.367.833;2.701.765;20.028.121;62.073.940;62.073.940;34.685.376;27.388.564
41667;SSG4;Stichting OZHW;2009;;3.567.375;6.453.754;;1.134.673;;4.836.558;3.972.673;2.819.820;3.309.503;5.890.364;15.992.360;15.992.360;10.021.129;5.971.231
41667;SSG4;Stichting OZHW;2010;;4.495.246;4.083.689;;1.532.286;;5.077.236;3.185.807;1.326.933;3.093.714;7.582.005;15.188.457;15.188.459;8.578.935;6.609.522
41667;SSG4;Stichting OZHW;2011;;4.449.570;3.823.294;;1.561.098;;3.787.711;2.716.977;1.445.360;2.861.298;6.598.038;13.621.673;13.621.673;8.272.864;5.348.809
41667;SSG4;Stichting OZHW;2012;;4.493.654;3.544.926;;1.045.260;;5.912.498;3.529.754;1.168.157;2.620.021;7.678.406;14.996.338;14.996.338;8.038.580;6.957.758
41667;SSG4;Stichting OZHW;2013;;4.858.386;3.262.910;;1.064.976;;7.881.642;5.856.476;1.217.288;2.438.588;7.555.562;17.067.914;17.067.914;8.121.296;8.946.618
41737;SSG4;Stg Opb VO Coevorden e o;2009;;1.343.072;;302.928;262.145;250.000;3.747.750;2.199.009;1.676.681;;2.030.205;5.905.895;5.905.895;1.343.072;4.562.823
41737;SSG4;Stg Opb VO Coevorden e o;2010;;1.594.164;;393.264;274.336;250.000;2.236.250;2.158.743;839.047;;1.750.224;4.748.014;4.748.014;1.594.164;3.153.850
41737;SSG4;Stg Opb VO Coevorden e o;2011;;1.617.672;;497.132;420.685;250.000;1.899.216;2.146.475;792.259;;1.745.971;4.684.705;4.684.705;1.617.672;3.067.033
41737;SSG4;Stg Opb VO Coevorden e o;2012;;1.474.041;;553.735;432.960;250.000;2.670.721;2.565.827;908.405;;1.907.225;5.381.457;5.381.457;1.474.041;3.907.416
41737;SSG4;Stg Opb VO Coevorden e o;2013;;2.103.869;;529.384;812.436;250.000;2.837.062;3.271.937;958.455;;2.302.359;6.532.751;6.532.751;2.103.869;4.428.882
41738;SSG4;Stg Opb VO Willem de Zwijger;2009;;1.160.338;;90.280;941.957;;581.099;892.762;604.126;;1.276.787;2.773.674;2.773.675;1.160.338;1.613.336
41738;SSG4;Stg Opb VO Willem de Zwijger;2010;;1.170.774;;91.918;925.972;;22.021;432.252;490.070;;1.288.363;2.210.685;2.210.685;1.170.774;1.039.911
41738;SSG4;Stg Opb VO Willem de Zwijger;2011;;1.045.602;;83.893;938.718;;319.985;142.008;508.767;;1.737.423;2.388.198;2.388.198;1.045.602;1.342.596
41738;SSG4;Stg Opb VO Willem de Zwijger;2012;;960.608;;;783.223;;195.745;181.449;582.148;;1.175.979;1.939.576;1.939.576;960.608;978.968
41738;SSG4;Stg Opb VO Willem de Zwijger;2013;;861.255;;;901.086;;1.243.354;971.190;911.832;;1.122.673;3.005.695;3.005.695;861.255;2.144.440
41750;SSG5;Stg OSG Sevenwolden;2009;;4.503.852;;;1.089.376;;5.780.276;5.532.096;2.111.793;;3.729.615;11.373.504;11.373.504;4.503.852;6.869.652
41750;SSG5;Stg OSG Sevenwolden;2010;;5.983.000;;;695.000;;3.192.000;5.260.000;1.457.000;;3.153.000;9.870.000;9.870.000;5.983.000;3.887.000
41750;SSG5;Stg OSG Sevenwolden;2011;;5.354.000;;;854.000;;3.355.000;4.849.000;1.804.000;;2.910.000;9.563.000;9.563.000;5.354.000;4.209.000
41750;SSG5;Stg OSG Sevenwolden;2012;;5.094.000;;;473.000;;4.867.000;4.849.000;2.147.000;;3.438.000;10.434.000;10.434.000;5.094.000;5.340.000
41750;SSG5;Stg OSG Sevenwolden;2013;;4.811.000;;;553.000;;6.566.000;6.146.000;2.391.000;;3.393.000;11.930.000;11.930.000;4.811.000;7.119.000
41752;SSG1;Stg Burgemeester Harmsmaschool;2009;;620.984;5.704;;286.489;;3.176.094;2.908.114;508.746;;672.411;4.089.271;4.089.271;626.688;3.462.583
41752;SSG1;Stg Burgemeester Harmsmaschool;2010;;575.885;6.000;;249.737;;3.697.652;3.300.873;469.752;;758.649;4.529.274;4.529.274;581.885;3.947.389
41752;SSG1;Stg Burgemeester Harmsmaschool;2011;;505.078;6.000;;162.653;;4.050.929;3.407.054;589.312;;728.294;4.724.660;4.724.660;511.078;4.213.582
41752;SSG1;Stg Burgemeester Harmsmaschool;2012;;481.322;6.000;;223.180;;4.323.429;3.647.989;640.406;;745.536;5.033.931;5.033.931;487.322;4.546.609
41752;SSG1;Stg Burgemeester Harmsmaschool;2013;;513.848;6.000;;216.620;;4.391.570;3.742.916;647.575;;737.547;5.128.038;5.128.038;519.848;4.608.190
41789;SSG4;Stg Geref ScholenGroep;2009;;10.376.000;1.150.000;34.000;1.033.000;;93.000;4.477.000;2.262.000;2.011.000;3.936.000;12.686.000;12.686.000;11.526.000;1.160.000
41789;SSG4;Stg Geref ScholenGroep;2010;;10.709.000;;;1.474.000;;1.163.000;3.670.000;1.255.000;3.933.000;4.488.000;13.346.000;13.346.000;10.709.000;2.637.000
41789;SSG4;Stg Geref ScholenGroep;2011;;10.556.000;;11.000;1.018.000;;684.000;3.437.000;1.174.000;3.772.000;3.886.000;12.269.000;12.269.000;10.556.000;1.713.000
41789;SSG4;Stg Geref ScholenGroep;2012;;10.094.000;;7.000;741.000;;3.448.000;5.034.000;1.446.000;3.622.000;4.187.000;14.290.000;14.289.000;10.094.000;4.196.000
41789;SSG4;Stg Geref ScholenGroep;2013;;9.634.000;;8.000;1.099.000;;3.842.000;5.200.000;2.183.000;3.468.000;3.732.000;14.583.000;14.583.000;9.634.000;4.949.000
41804;SSG5;Het Stedelijk Lyceum;2009;900.000;13.790.957;1.000.000;;2.914.885;;100.656;-11.808;961.493;5.200.000;12.556.814;18.706.498;18.706.499;15.690.957;3.015.541
41804;SSG5;Het Stedelijk Lyceum;2010;;8.904.552;;;597.848;;2.286.071;-3.467.505;671.022;8.800.000;5.784.955;11.788.471;11.788.472;8.904.552;2.883.919
41804;SSG5;Het Stedelijk Lyceum;2011;;8.822.370;;;607.782;;1.433.500;-2.963.200;487.738;8.400.000;4.939.115;10.863.652;10.863.653;8.822.370;2.041.282
41804;SSG5;Het Stedelijk Lyceum;2012;;10.519.695;;;1.701.348;;775.335;233.794;381.465;9.015.888;3.365.233;12.996.378;12.996.380;10.519.695;2.476.683
41804;SSG5;Het Stedelijk Lyceum;2013;;10.661.731;;;1.419.096;;2.225.689;1.199.489;346.361;9.389.330;3.371.336;14.306.516;14.306.516;10.661.731;3.644.785
41808;SSG1;Compas;2009;;638.417;;;368.297;;2.095.093;1.302.965;430.059;;1.368.783;3.101.807;3.101.807;638.417;2.463.390
41808;SSG1;Compas;2010;;632.808;;;231.133;;2.061.456;1.702.591;248.976;;973.830;2.925.397;2.925.397;632.808;2.292.589
41808;SSG1;Compas;2011;;780.134;;;114.338;;4.860.842;1.796.632;241.316;;3.717.366;5.755.314;5.755.314;780.134;4.975.180
41808;SSG1;Compas;2012;;4.105.755;;;205.883;;1.727.909;1.359.862;422.482;;4.257.203;6.039.547;6.039.547;4.105.755;1.933.792
41808;SSG1;Compas;2013;;3.876.253;;;101.353;;2.276.815;1.793.667;372.253;;4.088.501;6.254.421;6.254.421;3.876.253;2.378.168
41815;SSG4;Stichting Calvijn;2009;;4.715.580;1.468.325;117.295;373.251;246.675;1.897.854;5.416.020;495.658;;2.907.302;8.818.980;8.818.980;6.183.905;2.635.075
41815;SSG4;Stichting Calvijn;2010;;5.009.787;1.484.350;85.417;427.951;251.350;1.429.069;5.045.916;490.747;;3.151.261;8.687.924;8.687.924;6.494.137;2.193.787
41815;SSG4;Stichting Calvijn;2011;;4.773.357;1.491.200;56.340;502.008;250.758;1.490.469;4.626.403;485.406;;3.452.323;8.564.132;8.564.132;6.264.557;2.299.575
41815;SSG4;Stichting Calvijn;2012;;4.552.804;250.000;47.879;655.605;1.493.678;2.217.042;4.826.371;544.965;;3.845.672;9.217.008;9.217.008;4.802.804;4.414.204
41815;SSG4;Stichting Calvijn;2013;;4.290.636;250.000;40.140;1.099.917;;3.836.571;5.412.007;511.288;;3.593.969;9.517.264;9.517.264;4.540.636;4.976.628
41824;SSG5;Stg OSG Hengelo;2009;;2.602.872;;;186.588;;7.226.291;6.520.483;1.324.340;;2.170.928;10.015.751;10.015.751;2.602.872;7.412.879
41824;SSG5;Stg OSG Hengelo;2010;;2.744.702;;;148.210;;6.352.739;6.329.221;656.161;;2.260.269;9.245.651;9.245.651;2.744.702;6.500.949
41824;SSG5;Stg OSG Hengelo;2011;;2.601.612;;;493.009;;6.128.961;6.498.595;609.616;;2.115.371;9.223.582;9.223.582;2.601.612;6.621.970
41824;SSG5;Stg OSG Hengelo;2012;;2.971.944;;;145.437;;6.049.111;6.255.034;572.535;;2.338.923;9.166.492;9.166.492;2.971.944;6.194.548
41824;SSG5;Stg OSG Hengelo;2013;;3.098.481;;;314.848;;5.172.515;5.224.445;905.364;;2.456.035;8.585.844;8.585.844;3.098.481;5.487.363
41830;SSG4;Stichting Calandlyceum;2009;;1.564.428;;;1.673.275;;7.849.383;7.291.387;2.242.234;;1.553.465;11.087.086;11.087.086;1.564.428;9.522.658
41830;SSG4;Stichting Calandlyceum;2010;;1.325.268;;;1.758.507;;7.654.060;5.736.938;2.796.261;;2.204.636;10.737.835;10.737.835;1.325.268;9.412.567
41830;SSG4;Stichting Calandlyceum;2011;;1.032.042;;;513.405;;6.692.339;4.943.030;1.518.453;;1.776.303;8.237.786;8.237.786;1.032.042;7.205.744
41830;SSG4;Stichting Calandlyceum;2012;;1.200.381;;;562.880;;6.353.010;4.586.343;1.513.990;;2.015.938;8.116.271;8.116.271;1.200.381;6.915.890
41830;SSG4;Stichting Calandlyceum;2013;;1.157.556;;;1.279.901;;6.269.766;4.647.365;1.511.396;;2.548.462;8.707.223;8.707.223;1.157.556;7.549.667
41836;SSG4;Stichting AVOO;2009;;4.521.101;913.093;;406.636;;4.919.885;3.538.616;2.686.274;;4.535.825;10.760.715;10.760.715;5.434.194;5.326.521
41836;SSG4;Stichting AVOO;2010;;5.140.506;;;223.154;;5.169.942;4.913.002;2.116.849;;3.503.751;10.533.602;10.533.602;5.140.506;5.393.096
41836;SSG4;Stichting AVOO;2011;;4.691.206;;;312.295;;6.125.752;5.239.840;2.526.449;;3.362.964;11.129.253;11.129.253;4.691.206;6.438.047
41836;SSG4;Stichting AVOO;2012;;4.154.403;;;338.510;;6.894.960;5.512.475;3.056.064;;2.819.334;11.387.873;11.387.873;4.154.403;7.233.470
41836;SSG4;Stichting AVOO;2013;;3.602.423;;;393.613;;9.243.510;6.760.719;3.577.401;;2.901.426;13.239.546;13.239.546;3.602.423;9.637.123
41840;SSG4;Stg primair en vo Zd-Nederland;2009;;3.038.940;1.302.838;;1.842.443;;10.470.450;9.813.913;628.451;;6.212.307;16.654.671;16.654.671;4.341.778;12.312.893
41840;SSG4;Stg primair en vo Zd-Nederland;2010;;2.836.633;81.463;;1.691.121;;10.876.283;8.688.823;298.004;;6.498.677;15.485.500;15.485.504;2.918.096;12.567.404
41840;SSG4;Stg primair en vo Zd-Nederland;2011;;2.561.858;74.036;494.757;2.089.218;;10.069.574;8.725.654;335.560;;6.228.229;15.289.443;15.289.443;2.635.894;12.653.549
41840;SSG4;Stg primair en vo Zd-Nederland;2012;;2.194.181;75.990;1.886.028;2.116.838;;10.658.810;9.901.774;271.191;;6.758.882;16.931.847;16.931.847;2.270.171;14.661.676
41840;SSG4;Stg primair en vo Zd-Nederland;2013;;2.251.003;79.118;;2.652.934;;18.031.535;10.519.071;300.484;;12.195.035;23.014.590;23.014.590;2.330.121;20.684.469
41854;SSG4;SW stg VO ROCvA (VO);2009;;2.243.000;4.000;;6.744.000;;475.000;2.816.000;2.905.000;;3.745.000;9.466.000;9.466.000;2.247.000;7.219.000
41854;SSG4;SW stg VO ROCvA (VO);2010;;2.300.000;;;6.814.000;;1.338.000;3.539.000;2.482.000;;4.431.000;10.452.000;10.452.000;2.300.000;8.152.000
41854;SSG4;SW stg VO ROCvA (VO);2011;;2.122.000;;;8.656.000;;598.000;3.822.000;2.353.000;;5.201.000;11.376.000;11.376.000;2.122.000;9.254.000
41854;SSG4;SW stg VO ROCvA (VO);2012;;2.110.000;;;8.054.000;;1.146.000;4.089.000;1.302.000;;5.919.000;11.310.000;11.310.000;2.110.000;9.200.000
41854;SSG4;SW stg VO ROCvA (VO);2013;;1.449.000;;;7.967.000;;2.642.000;4.542.000;346.000;;7.170.000;12.058.000;12.058.000;1.449.000;10.609.000
41859;SSG4;Stg OSG Schoonoord;2009;;5.639.675;;;748.837;;5.160.007;5.249.370;1.822.132;;4.477.017;11.548.519;11.548.519;5.639.675;5.908.844
41859;SSG4;Stg OSG Schoonoord;2010;;6.433.403;;;197.060;;4.334.516;5.161.346;1.440.987;2.101.528;2.261.118;10.964.979;10.964.979;6.433.403;4.531.576
41859;SSG4;Stg OSG Schoonoord;2011;;10.010.399;;;937.719;;2.232.043;4.961.165;1.415.172;4.067.930;2.735.895;13.180.161;13.180.162;10.010.399;3.169.762
41859;SSG4;Stg OSG Schoonoord;2012;;10.305.644;;;852.865;;1.081.229;4.729.998;1.499.400;4.159.130;1.851.210;12.239.738;12.239.738;10.305.644;1.934.094
41859;SSG4;Stg OSG Schoonoord;2013;;12.373.709;;;446.404;;1.650.229;5.274.063;1.222.568;5.638.106;2.335.605;14.470.342;14.470.342;12.373.709;2.096.633
41864;SSG4;Stg SG Cambium v Opb VO;2009;;2.896.561;1.402.590;;238.342;200.000;24.282.647;6.380.480;1.119.296;17.745.000;3.775.364;29.020.140;29.020.140;4.299.151;24.720.989
41864;SSG4;Stg SG Cambium v Opb VO;2010;;8.344.186;938.897;;201.633;260.000;17.347.522;6.800.868;957.009;15.146.410;4.187.951;27.092.238;27.092.238;9.283.083;17.809.155
41864;SSG4;Stg SG Cambium v Opb VO;2011;;12.023.521;738.406;;219.939;200.000;11.585.730;6.799.215;739.864;14.747.820;2.480.697;24.767.596;24.767.596;12.761.927;12.005.669
41864;SSG4;Stg SG Cambium v Opb VO;2012;;17.608.929;759.725;;211.605;;5.615.166;6.917.592;284.612;14.349.230;2.643.991;24.195.425;24.195.425;18.368.654;5.826.771
41864;SSG4;Stg SG Cambium v Opb VO;2013;;17.605.572;768.583;;195.740;;5.226.952;7.074.977;478.819;13.950.640;2.292.411;23.796.847;23.796.847;18.374.155;5.422.692
41865;SSG5;Stg SOVOS;2009;;5.640.268;1.429.532;7.924;536.508;;8.156.072;8.722.678;3.102.211;;3.945.415;15.770.304;15.770.304;7.069.800;8.700.504
41865;SSG5;Stg SOVOS;2010;;6.777.073;;7.999;432.873;;7.333.130;7.929.949;2.871.000;;3.750.126;14.551.075;14.551.075;6.777.073;7.774.002
41865;SSG5;Stg SOVOS;2011;;3.572.817;;8.150;329.730;;6.740.044;3.842.951;3.170.152;;3.637.638;10.650.741;10.650.741;3.572.817;7.077.924
41865;SSG5;Stg SOVOS;2012;;3.751.157;;8.800;278.908;;8.456.268;5.258.121;2.973.054;;4.263.958;12.495.133;12.495.133;3.751.157;8.743.976
41865;SSG5;Stg SOVOS;2013;;3.760.468;;8.350;386.348;;9.937.172;7.815.470;2.096.265;;4.180.603;14.092.338;14.092.338;3.760.468;10.331.870
41867;SSG4;SOVO Goeree-Overflakkee;2009;;771.155;;;277.673;;2.916.898;2.809.305;414.296;;742.122;3.965.726;3.965.723;771.155;3.194.571
41867;SSG4;SOVO Goeree-Overflakkee;2010;;800.988;;;249.143;;2.942.872;2.794.559;283.031;;915.410;3.993.003;3.993.000;800.988;3.192.015
41867;SSG4;SOVO Goeree-Overflakkee;2011;;775.560;;;225.558;;2.974.973;2.922.928;121.285;;931.878;3.976.091;3.976.091;775.560;3.200.531
41867;SSG4;SOVO Goeree-Overflakkee;2012;;1.801.364;;;158.057;;1.603.653;2.534.413;92.378;;936.286;3.563.074;3.563.077;1.801.364;1.761.710
41867;SSG4;SOVO Goeree-Overflakkee;2013;;1.707.033;;;199.036;;1.683.104;2.460.259;274.611;;854.303;3.589.173;3.589.173;1.707.033;1.882.140
41870;SSG1;Stg Isaac Beeckman Academie;2009;;33.334;;;16.177;;294.241;79.382;;;264.370;343.752;343.752;33.334;310.418
41870;SSG1;Stg Isaac Beeckman Academie;2010;;278.964;;;284.745;;161.088;142.276;;190.000;392.521;724.797;724.797;278.964;445.833
41870;SSG1;Stg Isaac Beeckman Academie;2011;;373.255;;;277.270;;30.687;273.223;;;407.989;681.212;681.212;373.255;307.957
41870;SSG1;Stg Isaac Beeckman Academie;2012;;408.056;;;277.190;;94.573;416.793;177.912;;185.114;779.819;779.819;408.056;371.763
41870;SSG1;Stg Isaac Beeckman Academie;2013;;796.700;;;52.896;;31.378;310.497;;275.815;294.662;880.974;880.974;796.700;84.274
41877;SSG1;Stg Sw VO Houten/Nieuwegein;2010;;281.759;;;28.815;;2.032.382;-783.243;3.009;783.243;2.339.947;2.342.956;2.342.956;281.759;2.061.197
41877;SSG1;Stg Sw VO Houten/Nieuwegein;2011;;1.004.699;;;120.224;;616.384;-789.068;29.306;1.873.902;627.167;1.741.307;1.741.307;1.004.699;736.608
41877;SSG1;Stg Sw VO Houten/Nieuwegein;2012;;1.230.929;;;123.342;;469.823;-1.159.380;79.083;2.314.316;590.075;1.824.094;1.824.094;1.230.929;593.165
41877;SSG1;Stg Sw VO Houten/Nieuwegein;2013;;1.053.650;;;192.239;;543.468;-1.396.001;38.983;2.402.094;744.281;1.789.357;1.789.357;1.053.650;735.707
41883;SSG4;Stichting Atlas College;2009;80.000;11.121.000;1.968.000;;477.000;;2.498.000;7.475.000;1.967.000;1.790.000;4.912.000;16.144.000;16.144.000;13.169.000;2.975.000
41883;SSG4;Stichting Atlas College;2010;57.000;12.414.000;;;762.000;;3.005.000;6.494.000;1.110.000;2.825.000;5.809.000;16.238.000;16.238.000;12.471.000;3.767.000
41883;SSG4;Stichting Atlas College;2011;28.000;10.694.000;;;864.000;;2.487.000;5.084.000;1.344.000;2.742.000;4.903.000;14.073.000;14.073.000;10.722.000;3.351.000
41883;SSG4;Stichting Atlas College;2012;4.000;9.640.000;;;786.000;;4.139.000;5.490.000;1.627.000;2.639.000;4.813.000;14.569.000;14.569.000;9.644.000;4.925.000
41883;SSG4;Stichting Atlas College;2013;;7.621.000;;;878.000;;6.092.000;6.970.000;1.889.000;1.474.000;4.258.000;14.591.000;14.591.000;7.621.000;6.970.000
41889;SSG4;Stichting Esdal College;2009;;5.408.472;12.824.252;;256.897;1.040.000;2.063.792;10.841.749;5.875.619;;4.876.045;21.593.413;21.593.413;18.232.724;3.360.689
41889;SSG4;Stichting Esdal College;2010;;6.520.979;13.211.242;;228.091;1.500.000;1.633.427;15.286.858;3.506.001;;4.300.880;23.093.739;23.093.739;19.732.221;3.361.518
41889;SSG4;Stichting Esdal College;2011;;7.429.398;13.617.628;;342.935;1.000.000;2.337.597;17.096.340;3.546.100;;4.085.118;24.727.558;24.727.558;21.047.026;3.680.532
41889;SSG4;Stichting Esdal College;2012;;7.959.621;12.939.720;;715.286;1.700.000;3.948.717;20.053.380;3.674.744;;3.535.220;27.263.344;27.263.344;20.899.341;6.364.003
41889;SSG4;Stichting Esdal College;2013;;7.505.422;11.426.376;;1.412.987;1.500.000;6.026.445;20.827.387;3.264.602;;3.779.241;27.871.230;27.871.230;18.931.798;8.939.432
41890;SSG4;Stichting Anna v Rijn College;2009;;3.713.595;892.533;;235.657;;4.414.997;4.927.645;1.551.431;;2.777.706;9.256.782;9.256.782;4.606.128;4.650.654
41890;SSG4;Stichting Anna v Rijn College;2010;;3.499.095;1.403.075;;1.209.248;;2.892.829;4.859.476;927.694;382.183;2.834.894;9.004.247;9.004.247;4.902.170;4.102.077
41890;SSG4;Stichting Anna v Rijn College;2011;;3.409.324;427.079;;1.392.802;;2.643.353;4.510.551;867.903;315.132;2.178.972;7.872.558;7.872.558;3.836.403;4.036.155
41890;SSG4;Stichting Anna v Rijn College;2012;;3.284.308;616.205;;1.398.738;;2.217.049;3.904.667;921.676;248.085;2.441.872;7.516.300;7.516.300;3.900.513;3.615.787
41890;SSG4;Stichting Anna v Rijn College;2013;;3.031.632;616.205;;1.409.432;;2.675.429;4.037.049;1.033.406;206.075;2.456.168;7.732.698;7.732.698;3.647.837;4.084.861
41897;SSG5;Stg VO De Vechtstreek;2009;;1.780.116;;;1.055.807;;1.460.852;2.724.570;327.291;;1.244.914;4.296.775;4.296.775;1.780.116;2.516.659
41897;SSG5;Stg VO De Vechtstreek;2010;;2.325.362;;;1.161.951;;3.111.085;4.875.836;380.814;;1.341.748;6.598.398;6.598.398;2.325.362;4.273.036
41897;SSG5;Stg VO De Vechtstreek;2011;38.377;2.304.582;;;317.958;;2.717.589;3.778.914;357.712;;1.241.880;5.378.506;5.378.506;2.342.959;3.035.547
41897;SSG5;Stg VO De Vechtstreek;2012;47.504;2.283.320;;;293.469;;3.140.312;3.863.671;523.215;;1.377.719;5.764.605;5.764.605;2.330.824;3.433.781
41897;SSG5;Stg VO De Vechtstreek;2013;42.101;3.438.473;;;390.767;;1.540.658;3.480.052;574.482;;1.357.465;5.411.999;5.411.999;3.480.574;1.931.425
42356;SSG3;Stg. PCVO Gem. Barneveld;2009;;4.443.846;184.689;14.240;348.321;;4.940.800;6.226.196;1.131.707;;2.573.993;9.931.896;9.931.896;4.628.535;5.303.361
