BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
02DZ;02DZ00;Sint Stanislascollege;DELFT;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;24;21;3;6,4;6,1;6,5
02DZ;02DZ00;Sint Stanislascollege;DELFT;Zuid-Holland;VWO;;;Cultuur en Maatschappij;23;21;2;6,7;6,1;6,6
02DZ;02DZ00;Sint Stanislascollege;DELFT;Zuid-Holland;VWO;;;Economie en Maatschappij;37;33;4;6,5;6,2;6,6
02DZ;02DZ00;Sint Stanislascollege;DELFT;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;9;8;1;6,6;6,2;6,6
02DZ;02DZ00;Sint Stanislascollege;DELFT;Zuid-Holland;VWO;;;Natuur en Gezondheid;9;8;1;6,6;6,1;6,6
02DZ;02DZ00;Sint Stanislascollege;DELFT;Zuid-Holland;VWO;;;Natuur en Techniek;30;27;3;6,8;6,5;6,9
02DZ;02DZ00;Sint Stanislascollege;DELFT;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;63;56;7;6,9;6,5;6,9
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;9;9;0;6,1;6,1;6,3
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;BL;Economie;Handel en Verkoop;16;15;1;6,0;5,9;6,1
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;BL;Techniek;Bouwtechniek;7;5;2;6,1;5,8;6,1
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;BL;Techniek;Elektrotechniek;2;1;1;6,3;6,1;6,3
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;BL;Techniek;Metaaltechniek;1;1;0;6,9;7,2;6,8
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;BL;Techniek;Techniek Breed -ISP;7;7;0;6,4;6,3;6,4
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;BL;Techniek;Voertuigentechniek;8;7;1;6,5;6,3;6,4
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Verzorging;19;19;0;6,2;5,8;6,3
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;37;35;2;6,2;6,2;6,4
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;KL;Techniek;Bouwtechniek;11;10;1;6,2;6,0;6,3
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;KL;Techniek;Elektrotechniek;5;5;0;7,0;6,6;6,9
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;KL;Techniek;Metaaltechniek;10;10;0;6,7;6,7;6,8
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;KL;Techniek;Techniek Breed -ISP;9;7;2;6,1;6,2;6,4
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;KL;Techniek;Voertuigentechniek;7;5;2;6,1;5,7;6,0
02DZ;02DZ02;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;KL;Zorg & Welzijn;Verzorging;35;31;4;6,3;6,0;6,4
02DZ;02DZ03;Sint Stanislascollege;PIJNACKER-NOOTDORP;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;5;5;0;6,6;6,8;6,9
02DZ;02DZ03;Sint Stanislascollege;PIJNACKER-NOOTDORP;Zuid-Holland;HAVO;;;Economie en Maatschappij;55;51;4;6,4;6,4;6,7
02DZ;02DZ03;Sint Stanislascollege;PIJNACKER-NOOTDORP;Zuid-Holland;HAVO;;;Natuur en Gezondheid;10;9;1;6,5;6,4;6,6
02DZ;02DZ03;Sint Stanislascollege;PIJNACKER-NOOTDORP;Zuid-Holland;HAVO;;;Natuur en Techniek;2;2;0;6,9;7,1;7,0
02DZ;02DZ03;Sint Stanislascollege;PIJNACKER-NOOTDORP;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;15;13;2;6,1;6,2;6,4
02DZ;02DZ03;Sint Stanislascollege;PIJNACKER-NOOTDORP;Zuid-Holland;VMBO;TL;;;111;97;14;6,3;6,0;6,3
02DZ;02DZ03;Sint Stanislascollege;PIJNACKER-NOOTDORP;Zuid-Holland;VWO;;;Cultuur en Maatschappij;1;1;0;7,1;6,2;7,1
02DZ;02DZ03;Sint Stanislascollege;PIJNACKER-NOOTDORP;Zuid-Holland;VWO;;;Economie en Maatschappij;18;16;2;6,5;6,3;6,6
02DZ;02DZ03;Sint Stanislascollege;PIJNACKER-NOOTDORP;Zuid-Holland;VWO;;;Natuur en Techniek;1;1;0;7,4;6,8;7,5
02DZ;02DZ03;Sint Stanislascollege;PIJNACKER-NOOTDORP;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;10;10;0;6,6;6,3;6,8
02DZ;02DZ04;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;GL;Economie;Handel en Administratie -ISP;5;3;2;5,9;5,4;5,7
02DZ;02DZ04;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;GL;Techniek;Techniek Breed -ISP;5;4;1;6,0;5,3;5,8
02DZ;02DZ04;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;12;8;4;5,7;5,2;5,6
02DZ;02DZ04;Sint Stanislascollege;DELFT;Zuid-Holland;VMBO;TL;;;101;95;6;6,4;6,1;6,4
02DZ;02DZ05;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;7;7;0;6,9;5,9;6,6
02DZ;02DZ05;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;HAVO;;;Economie en Maatschappij;30;24;6;6,3;5,6;6,1
02DZ;02DZ05;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;HAVO;;;Natuur en Gezondheid;4;3;1;6,5;5,7;6,3
02DZ;02DZ05;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;HAVO;;;Natuur en Techniek;11;8;3;6,3;5,5;6,1
02DZ;02DZ05;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;VMBO;TL;;;27;24;3;6,5;5,8;6,3
02DZ;02DZ06;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;39;37;2;6,6;6,3;6,6
02DZ;02DZ06;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;VMBO;BL;Techniek;Bouwtechniek;4;3;1;6,0;6,2;6,0
02DZ;02DZ06;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;VMBO;BL;Techniek;Elektrotechniek;10;4;6;5,8;6,1;6,1
02DZ;02DZ06;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;VMBO;BL;Techniek;Installatietechniek;4;4;0;6,5;6,7;6,5
02DZ;02DZ06;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Verzorging;4;4;0;6,6;6,1;6,5
02DZ;02DZ06;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;31;31;0;6,6;5,8;6,5
02DZ;02DZ06;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;24;24;0;6,8;6,1;6,6
02DZ;02DZ06;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;VMBO;KL;Techniek;Bouwtechniek;3;3;0;6,0;5,7;6,0
02DZ;02DZ06;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;VMBO;KL;Techniek;Elektrotechniek;1;1;0;5,8;6,5;6,3
02DZ;02DZ06;Sint Stanislascollege;RIJSWIJK;Zuid-Holland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;15;15;0;6,7;6,0;6,5
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;27;22;5;6,3;6,0;6,5
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;HAVO;;;Economie en Maatschappij;86;66;20;6,2;5,9;6,4
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;7;4;3;6,3;6,0;6,5
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;HAVO;;;Natuur en Gezondheid;33;31;2;6,5;6,3;6,7
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;HAVO;;;Natuur en Techniek;22;21;1;6,3;6,5;6,7
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;6;6;0;6,6;6,5;7,0
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;BL;Economie;Administratie;3;3;0;6,7;6,1;6,6
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;BL;Economie;Handel en Verkoop;19;19;0;6,7;6,4;6,7
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;BL;Techniek;Bouwtechniek;25;25;0;6,8;6,7;6,8
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;BL;Techniek;Elektrotechniek;4;4;0;6,9;6,8;6,9
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;BL;Techniek;Metaaltechniek;14;12;2;6,7;6,8;6,8
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Verzorging;36;36;0;6,9;6,4;6,8
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;GL;Economie;Handel en Administratie -ISP;32;31;1;6,6;6,2;6,4
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;GL;Techniek;Bouwbreed -ISP;10;10;0;6,9;6,5;6,6
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;GL;Techniek;Metalectro -ISP;8;8;0;6,8;6,6;6,7
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;52;49;3;6,8;6,0;6,5
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;KL;Economie;Administratie;8;8;0;6,6;6,4;6,6
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;KL;Economie;Handel en Verkoop;17;17;0;6,7;6,1;6,6
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;KL;Techniek;Bouwtechniek;17;17;0;6,6;6,1;6,5
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;KL;Techniek;Elektrotechniek;15;15;0;6,8;6,7;6,8
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;KL;Techniek;Metaaltechniek;19;19;0;6,5;6,5;6,6
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;KL;Zorg & Welzijn;Verzorging;42;42;0;6,6;5,9;6,5
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VMBO;TL;;;38;34;4;6,6;6,3;6,6
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VWO;;;Cultuur en Maatschappij;25;21;4;6,5;6,0;6,7
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VWO;;;Economie en Maatschappij;35;29;6;6,6;6,5;6,8
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;13;13;0;7,1;6,9;7,2
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VWO;;;Natuur en Gezondheid;23;20;3;6,5;6,1;6,6
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VWO;;;Natuur en Techniek;10;10;0;7,0;7,3;7,3
02EA;02EA00;Driestar College;GOUDA;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;14;13;1;7,1;6,9;7,2
02EA;02EA02;Driestar College;NEDERLEK;Zuid-Holland;VMBO;GL;Economie;Handel en Administratie -ISP;7;7;0;6,5;6,0;6,4
02EA;02EA02;Driestar College;NEDERLEK;Zuid-Holland;VMBO;GL;Techniek;Bouwbreed -ISP;3;3;0;6,3;6,2;6,3
02EA;02EA02;Driestar College;NEDERLEK;Zuid-Holland;VMBO;GL;Techniek;Metalectro -ISP;3;3;0;6,9;7,0;6,9
02EA;02EA02;Driestar College;NEDERLEK;Zuid-Holland;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;24;24;0;6,7;6,1;6,5
02EA;02EA02;Driestar College;NEDERLEK;Zuid-Holland;VMBO;TL;;;28;27;1;6,5;6,4;6,6
02EA;02EA03;Driestar College;LEIDEN;Zuid-Holland;VMBO;GL;Economie;Handel en Administratie -ISP;10;10;0;6,6;6,2;6,5
02EA;02EA03;Driestar College;LEIDEN;Zuid-Holland;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;20;19;1;6,8;6,2;6,6
02EA;02EA03;Driestar College;LEIDEN;Zuid-Holland;VMBO;TL;;;19;19;0;6,9;6,8;7,0
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;HAVO;;;Cultuur en Maatschappij;31;29;2;6,4;6,2;6,4
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;HAVO;;;Economie en Maatschappij;32;29;3;6,3;6,4;6,4
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;9;9;0;6,5;6,2;6,6
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;HAVO;;;Natuur en Gezondheid;38;35;3;6,3;6,3;6,4
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;HAVO;;;Natuur en Techniek;19;19;0;6,5;6,7;6,7
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;7;7;0;7,3;7,3;7,2
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;BL;Economie;Handel en Verkoop;2;2;0;6,9;6,7;7,1
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;BL;Techniek;Bouwtechniek;4;4;0;6,9;7,1;6,8
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;BL;Techniek;Elektrotechniek;2;2;0;7,0;6,9;6,9
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;BL;Techniek;Metaaltechniek;11;10;1;6,1;6,4;6,3
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;BL;Zorg & Welzijn;Uiterlijke Verzorging;9;9;0;6,5;6,1;6,5
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;BL;Zorg & Welzijn;Verzorging;8;8;0;6,6;6,4;6,6
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;KL;Economie;Handel en Verkoop;12;12;0;6,7;6,3;6,6
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;8;7;1;6,5;6,0;6,4
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;KL;Techniek;Bouwtechniek;3;3;0;6,8;6,7;6,8
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;KL;Techniek;Elektrotechniek;4;4;0;6,6;6,4;6,7
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;KL;Techniek;Metaaltechniek;5;5;0;6,7;6,4;6,8
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;KL;Zorg & Welzijn;Uiterlijke Verzorging;1;1;0;6,0;5,5;5,8
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;KL;Zorg & Welzijn;Verzorging;12;12;0;6,8;6,2;6,7
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VMBO;TL;;;81;70;11;6,3;6,1;6,4
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VWO;;;Cultuur en Maatschappij;22;19;3;6,5;5,9;6,5
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VWO;;;Economie en Maatschappij;18;15;3;6,4;6,3;6,5
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;7;7;0;6,7;6,5;6,8
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VWO;;;Natuur en Gezondheid;16;15;1;6,4;6,4;6,5
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VWO;;;Natuur en Techniek;15;14;1;6,4;6,5;6,7
02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;Drenthe;VWO;;;Natuur en Techniek / Natuur en Gezondheid;22;21;1;6,7;6,6;6,9
02EK;02EK00;Pius X College;ALMELO;Overijssel;HAVO;;;Cultuur en Maatschappij;15;10;5;6,2;5,9;6,2
02EK;02EK00;Pius X College;ALMELO;Overijssel;HAVO;;;Economie en Maatschappij;33;27;6;6,2;6,1;6,3
02EK;02EK00;Pius X College;ALMELO;Overijssel;HAVO;;;Natuur en Gezondheid;17;17;0;6,5;6,1;6,3
02EK;02EK00;Pius X College;ALMELO;Overijssel;HAVO;;;Natuur en Techniek;8;6;2;6,0;5,9;6,1
02EK;02EK00;Pius X College;ALMELO;Overijssel;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;7;7;0;6,2;6,4;6,5
02EK;02EK00;Pius X College;ALMELO;Overijssel;VWO;;;Cultuur en Maatschappij;5;4;1;6,5;5,9;6,3
02EK;02EK00;Pius X College;ALMELO;Overijssel;VWO;;;Economie en Maatschappij;6;6;0;6,6;6,0;6,5
02EK;02EK00;Pius X College;ALMELO;Overijssel;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,5;5,9;6,4
02EK;02EK00;Pius X College;ALMELO;Overijssel;VWO;;;Natuur en Gezondheid;5;3;2;6,3;5,5;6,1
02EK;02EK00;Pius X College;ALMELO;Overijssel;VWO;;;Natuur en Techniek;6;4;2;6,1;5,6;6,2
02EK;02EK00;Pius X College;ALMELO;Overijssel;VWO;;;Natuur en Techniek / Natuur en Gezondheid;17;17;0;7,2;6,8;7,1
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;BL;Economie;Handel en Administratie -ISP;3;3;0;6,6;6,5;6,7
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;BL;Techniek;Bouwtechniek;6;4;2;6,3;6,1;6,3
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;BL;Techniek;Elektrotechniek;3;3;0;6,7;6,7;6,7
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;BL;Techniek;Metaaltechniek;7;7;0;6,5;6,3;6,5
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;BL;Zorg & Welzijn;Verzorging;17;17;0;6,5;6,3;6,5
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;GL;Economie;Handel en Administratie -ISP;7;7;0;6,6;5,8;6,3
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;GL;Intersect. programma;Techniek & Commercie;2;2;0;7,0;6,2;6,6
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;GL;Techniek;Elektrotechniek;2;1;1;6,3;4,8;5,7
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;GL;Zorg & Welzijn;Verzorging;4;4;0;6,5;5,8;6,2
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;KL;Economie;Handel en Administratie -ISP;4;4;0;6,5;6,8;6,7
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;KL;Intersect. programma;Techniek & Commercie;11;11;0;6,9;6,7;6,8
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;KL;Techniek;Bouwtechniek;2;2;0;6,7;6,7;6,8
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;KL;Techniek;Elektrotechniek;1;1;0;6,7;7,2;7,0
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;KL;Techniek;Metaaltechniek;1;1;0;6,8;6,4;6,7
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;KL;Zorg & Welzijn;Verzorging;11;8;3;6,1;5,9;6,0
02EK;02EK01;Pius X College;ALMELO;Overijssel;VMBO;TL;;;13;12;1;6,7;6,2;6,5
02EK;02EK02;Pius X College;RIJSSEN-HOLTEN;Overijssel;VMBO;GL;Intersect. programma;Dienstverlening & Commercie;3;2;1;6,0;5,0;5,7
02EK;02EK02;Pius X College;RIJSSEN-HOLTEN;Overijssel;VMBO;TL;;;56;54;2;6,5;6,2;6,5
02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;6;1;5;5,8;4,9;5,8
02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;Noord-Holland;HAVO;;;Economie en Maatschappij;27;21;6;6,1;5,9;6,3
02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;15;13;2;6,6;5,8;6,5
02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;Noord-Holland;HAVO;;;Natuur en Gezondheid;4;2;2;5,9;5,7;6,1
02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;Noord-Holland;HAVO;;;Natuur en Techniek;3;2;1;5,7;5,8;6,2
02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;1;1;0;6,3;5,8;6,2
02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;Noord-Holland;VWO;;;Cultuur en Maatschappij;9;8;1;6,5;5,7;6,4
02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;Noord-Holland;VWO;;;Economie en Maatschappij;42;36;6;6,3;5,9;6,5
02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;22;19;3;6,6;5,9;6,6
02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;Noord-Holland;VWO;;;Natuur en Gezondheid;13;12;1;6,5;6,0;6,7
02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;Noord-Holland;VWO;;;Natuur en Techniek;8;8;0;6,4;6,1;6,9
02EV;02EV00;W De Zwijgercoll Chr SGM;BUSSUM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;24;22;2;6,6;6,5;7,0
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;BL;Economie;Consumptief Breed -ISP;9;8;1;7,1;6,7;7,0
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;BL;Intersect. programma;ICT -route;7;7;0;6,3;6,2;6,3
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;BL;Intersect. programma;Sport, Dienstverlening en Veiligheid;17;16;1;6,5;6,3;6,5
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;BL;Techniek;Bouwtechniek;12;12;0;6,4;6,4;6,4
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;BL;Techniek;Elektrotechniek;4;4;0;7,0;7,0;7,0
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;BL;Techniek;Metaaltechniek;2;2;0;6,0;6,0;6,2
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;BL;Techniek;Voertuigentechniek;14;13;1;6,6;6,5;6,6
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;BL;Zorg & Welzijn;Uiterlijke Verzorging;15;15;0;6,6;6,1;6,5
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;BL;Zorg & Welzijn;Verzorging;16;15;1;6,6;6,6;6,7
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;KL;Economie;Consumptief Breed -ISP;11;10;1;6,4;5,9;6,3
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;KL;Intersect. programma;ICT -route;9;7;2;6,1;6,1;6,1
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;16;12;4;6,3;5,7;6,2
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;KL;Techniek;Bouwtechniek;15;14;1;6,8;6,5;6,7
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;KL;Techniek;Elektrotechniek;11;11;0;6,6;6,5;6,7
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;KL;Techniek;Metaaltechniek;5;5;0;6,8;7,0;7,0
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;KL;Techniek;Voertuigentechniek;16;14;2;6,4;6,2;6,4
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;KL;Zorg & Welzijn;Uiterlijke Verzorging;7;7;0;6,5;6,2;6,5
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;KL;Zorg & Welzijn;Verzorging;21;18;3;6,7;5,8;6,3
02EX;02EX00;Chr SGM v VMBO Harderwyk;HARDERWIJK;Gelderland;VMBO;TL;;;108;100;8;6,5;5,9;6,3
02FB;02FB00;Chr. College Nassau-Veluwe;HARDERWIJK;Gelderland;HAVO;;;Cultuur en Maatschappij;27;22;5;6,5;6,1;6,4
02FB;02FB00;Chr. College Nassau-Veluwe;HARDERWIJK;Gelderland;HAVO;;;Economie en Maatschappij;48;44;4;6,3;6,2;6,4
02FB;02FB00;Chr. College Nassau-Veluwe;HARDERWIJK;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;6,8;6,7;6,9
02FB;02FB00;Chr. College Nassau-Veluwe;HARDERWIJK;Gelderland;HAVO;;;Natuur en Gezondheid;14;11;3;6,3;6,0;6,3
02FB;02FB00;Chr. College Nassau-Veluwe;HARDERWIJK;Gelderland;HAVO;;;Natuur en Techniek;10;10;0;6,2;6,3;6,3
02FB;02FB00;Chr. College Nassau-Veluwe;HARDERWIJK;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;10;6;4;6,2;6,2;6,2
