BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
01XN;01XN01;Almere College;DRONTEN;Flevoland;HAVO;;;Economie en Maatschappij;24;23;1;6,4;6,5;6,5
01XN;01XN01;Almere College;DRONTEN;Flevoland;HAVO;;;Natuur en Gezondheid;18;15;3;6,3;6,2;6,3
01XN;01XN01;Almere College;DRONTEN;Flevoland;HAVO;;;Natuur en Techniek;9;8;1;6,1;6,5;6,4
01XN;01XN01;Almere College;DRONTEN;Flevoland;VMBO;BL;Economie;Handel en Administratie -ISP;5;5;0;7,1;7,1;7,0
01XN;01XN01;Almere College;DRONTEN;Flevoland;VMBO;BL;Techniek;Bouwtechniek;7;7;0;6,8;7,0;7,0
01XN;01XN01;Almere College;DRONTEN;Flevoland;VMBO;BL;Techniek;Metaaltechniek;10;10;0;6,8;7,3;7,0
01XN;01XN01;Almere College;DRONTEN;Flevoland;VMBO;BL;Zorg & Welzijn;Verzorging;20;20;0;6,6;6,6;6,8
01XN;01XN01;Almere College;DRONTEN;Flevoland;VMBO;KL;Economie;Handel en Administratie -ISP;6;6;0;6,6;6,6;6,7
01XN;01XN01;Almere College;DRONTEN;Flevoland;VMBO;KL;Techniek;Bouwtechniek;4;4;0;6,9;6,8;6,7
01XN;01XN01;Almere College;DRONTEN;Flevoland;VMBO;KL;Techniek;Metaaltechniek;6;6;0;6,7;6,8;6,8
01XN;01XN01;Almere College;DRONTEN;Flevoland;VMBO;KL;Zorg & Welzijn;Verzorging;15;15;0;6,7;6,1;6,5
01XN;01XN01;Almere College;DRONTEN;Flevoland;VMBO;TL;;;74;70;4;6,6;6,2;6,6
01XN;01XN01;Almere College;DRONTEN;Flevoland;VWO;;;Cultuur en Maatschappij;2;1;1;6,6;6,1;6,4
01XN;01XN01;Almere College;DRONTEN;Flevoland;VWO;;;Economie en Maatschappij;22;20;2;6,7;6,6;6,8
01XN;01XN01;Almere College;DRONTEN;Flevoland;VWO;;;Natuur en Gezondheid;6;5;1;6,4;6,3;6,5
01XN;01XN01;Almere College;DRONTEN;Flevoland;VWO;;;Natuur en Techniek;12;9;3;6,7;6,7;6,8
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;BL;Economie;Administratie;3;3;0;7,1;7,1;7,1
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;BL;Economie;Handel en Administratie -ISP;9;9;0;6,7;6,8;6,8
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;BL;Economie;Handel en Verkoop;3;3;0;6,8;7,3;7,0
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;BL;Techniek;Bouwtechniek;5;5;0;6,4;6,2;6,4
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;BL;Techniek;Elektrotechniek;5;5;0;7,1;6,9;7,1
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;BL;Zorg & Welzijn;Verzorging;24;24;0;6,7;6,6;6,7
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;KL;Economie;Administratie;3;3;0;6,9;5,8;6,4
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;KL;Economie;Handel en Administratie -ISP;6;6;0;6,7;6,3;6,5
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;KL;Economie;Handel en Verkoop;2;2;0;6,3;6,1;6,2
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;KL;Techniek;Bouwtechniek;2;2;0;6,4;5,8;6,2
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;KL;Techniek;Elektrotechniek;5;4;1;7,1;6,6;6,9
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;KL;Zorg & Welzijn;Verzorging;12;11;1;6,4;6,2;6,4
01XN;01XN02;Almere College;KAMPEN;Overijssel;VMBO;TL;;;39;37;2;6,6;6,0;6,4
02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;9;9;0;6,5;6,6;6,6
02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;19;19;0;6,4;6,4;6,5
02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;13;12;1;6,3;6,4;6,4
02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;7;6;1;6,1;6,1;6,3
02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek;6;5;1;6,2;6,1;6,4
02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;12;10;2;6,3;6,3;6,4
02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Cultuur en Maatschappij;19;16;3;6,6;6,0;6,5
02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij;15;14;1;6,2;6,0;6,3
02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;10;10;0;6,6;6,2;6,6
02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid;3;3;0;6,4;5,9;6,5
02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek;15;10;5;6,3;5,9;6,5
02AN;02AN00;Fons Vitae Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;20;19;1;6,6;6,2;6,7
02AP;02AP00;Het Amsterdams Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Cultuur en Maatschappij;11;11;0;6,7;6,5;6,7
02AP;02AP00;Het Amsterdams Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij;16;15;1;6,4;6,1;6,4
02AP;02AP00;Het Amsterdams Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;48;38;10;6,6;6,2;6,6
02AP;02AP00;Het Amsterdams Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid;9;8;1;6,6;6,4;6,6
02AP;02AP00;Het Amsterdams Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek;17;15;2;6,3;6,3;6,5
02AP;02AP00;Het Amsterdams Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;55;54;1;6,9;6,8;7,0
02AR;02AR00;Het Hervormd Lyc Zuid;AMSTERDAM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;14;12;2;6,2;6,1;6,3
02AR;02AR00;Het Hervormd Lyc Zuid;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;25;23;2;6,5;6,6;6,6
02AR;02AR00;Het Hervormd Lyc Zuid;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,8;7,4;6,9
02AR;02AR00;Het Hervormd Lyc Zuid;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;5;4;1;6,0;6,1;6,2
02AR;02AR00;Het Hervormd Lyc Zuid;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;13;10;3;6,2;6,1;6,3
02AR;02AR00;Het Hervormd Lyc Zuid;AMSTERDAM;Noord-Holland;VWO;;;Cultuur en Maatschappij;9;8;1;6,5;6,1;6,6
02AR;02AR00;Het Hervormd Lyc Zuid;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij;4;3;1;6,4;5,9;6,4
02AR;02AR00;Het Hervormd Lyc Zuid;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;24;24;0;6,7;5,9;6,6
02AR;02AR00;Het Hervormd Lyc Zuid;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid;4;4;0;6,2;5,8;6,4
02AR;02AR00;Het Hervormd Lyc Zuid;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;20;19;1;6,8;6,4;6,9
02CI;02CI00;Insula College;DORDRECHT;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;37;32;5;6,2;6,0;6,3
02CI;02CI00;Insula College;DORDRECHT;Zuid-Holland;HAVO;;;Economie en Maatschappij;86;75;11;6,4;6,2;6,4
02CI;02CI00;Insula College;DORDRECHT;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,2;6,5;6,4
02CI;02CI00;Insula College;DORDRECHT;Zuid-Holland;HAVO;;;Natuur en Gezondheid;30;25;5;6,3;6,3;6,5
02CI;02CI00;Insula College;DORDRECHT;Zuid-Holland;HAVO;;;Natuur en Techniek;13;13;0;6,3;6,4;6,5
02CI;02CI00;Insula College;DORDRECHT;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;12;10;2;6,2;6,4;6,4
02CI;02CI00;Insula College;DORDRECHT;Zuid-Holland;VWO;;;Cultuur en Maatschappij;12;11;1;6,6;6,3;6,7
02CI;02CI00;Insula College;DORDRECHT;Zuid-Holland;VWO;;;Economie en Maatschappij;16;13;3;6,4;6,0;6,4
02CI;02CI00;Insula College;DORDRECHT;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;13;11;2;6,8;6,3;6,7
02CI;02CI00;Insula College;DORDRECHT;Zuid-Holland;VWO;;;Natuur en Gezondheid;16;12;4;6,3;6,2;6,5
02CI;02CI00;Insula College;DORDRECHT;Zuid-Holland;VWO;;;Natuur en Techniek;8;8;0;6,8;6,7;6,9
02CI;02CI00;Insula College;DORDRECHT;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;30;26;4;6,6;6,5;6,7
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;BL;Economie;Administratie;3;3;0;6,4;6,4;6,6
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;BL;Economie;Consumptief;7;7;0;6,1;6,3;6,3
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;9;8;1;6,4;6,1;6,4
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;BL;Economie;Handel en Verkoop;9;5;4;5,8;5,7;5,9
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;BL;Techniek;Bouwtechniek;9;7;2;5,8;5,8;6,1
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;BL;Techniek;Elektrotechniek;1;1;0;6,7;7,1;7,0
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Verzorging;27;23;4;6,0;6,5;6,4
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;GL;Economie;Handel en Administratie -ISP;6;6;0;6,7;6,6;6,7
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;GL;Techniek;Elektrotechniek;5;5;0;6,5;6,5;6,7
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;GL;Zorg & Welzijn;Verzorging;3;3;0;6,5;6,5;6,6
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;KL;Economie;Administratie;6;6;0;6,0;6,5;6,4
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;KL;Economie;Consumptief;4;3;1;6,2;6,2;6,3
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;11;8;3;6,1;5,6;6,1
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;KL;Economie;Handel en Verkoop;3;3;0;6,8;6,1;6,6
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;KL;Techniek;Bouwtechniek;11;11;0;6,1;6,0;6,3
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;KL;Techniek;Elektrotechniek;25;23;2;6,2;6,0;6,2
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;KL;Zorg & Welzijn;Verzorging;23;23;0;6,3;6,4;6,5
02CI;02CI01;Insula College;DORDRECHT;Zuid-Holland;VMBO;TL;;;2;2;0;6,9;6,9;7,0
02CI;02CI02;Insula College;DORDRECHT;Zuid-Holland;VMBO;TL;;;108;98;10;6,5;6,4;6,5
02CR;02CR00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO;;;Cultuur en Maatschappij;11;11;0;7,3;7,0;7,4
02CR;02CR00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO;;;Economie en Maatschappij;4;2;2;6,2;6,1;6,5
02CR;02CR00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;36;36;0;7,0;6,8;7,1
02CR;02CR00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO;;;Natuur en Gezondheid;5;5;0;6,5;6,4;6,8
02CR;02CR00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO;;;Natuur en Techniek;10;10;0;7,1;7,2;7,3
02CR;02CR00;Willem Lodewijkgymnasium;GRONINGEN;Groningen;VWO;;;Natuur en Techniek / Natuur en Gezondheid;18;16;2;6,8;6,8;7,1
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;HAVO;;;Cultuur en Maatschappij;12;11;1;6,3;6,4;6,5
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;HAVO;;;Economie en Maatschappij;22;19;3;6,2;6,5;6,5
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,7;7,1;7,0
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;HAVO;;;Natuur en Gezondheid;10;9;1;6,1;6,4;6,5
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;HAVO;;;Natuur en Techniek;6;6;0;6,4;7,3;6,9
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;13;13;0;6,4;7,0;6,7
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VMBO;BL;Economie;Handel en Administratie -ISP;18;17;1;6,4;6,9;6,6
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VMBO;BL;Techniek;Bouwtechniek;16;16;0;6,5;6,7;6,6
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VMBO;BL;Techniek;Elektrotechniek;13;8;5;6,0;5,8;6,0
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VMBO;BL;Techniek;Metaaltechniek;12;12;0;6,6;6,7;6,7
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VMBO;BL;Zorg & Welzijn;Verzorging;14;14;0;6,7;6,6;6,7
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VMBO;KL;Economie;Handel en Administratie -ISP;23;23;0;6,4;6,5;6,5
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VMBO;KL;Techniek;Bouwtechniek;1;1;0;6,4;6,9;6,8
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VMBO;KL;Techniek;Elektrotechniek;16;16;0;6,5;6,4;6,5
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VMBO;KL;Techniek;Metaaltechniek;5;5;0;6,3;6,5;6,4
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VMBO;KL;Zorg & Welzijn;Verzorging;20;19;1;6,5;6,4;6,5
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VMBO;TL;;;59;53;6;6,3;6,1;6,3
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VWO;;;Cultuur en Maatschappij;4;4;0;6,4;6,8;6,6
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VWO;;;Economie en Maatschappij;3;3;0;6,2;6,5;6,6
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,4;6,4;6,6
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VWO;;;Natuur en Gezondheid;3;3;0;6,1;6,4;6,4
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VWO;;;Natuur en Techniek;3;3;0;6,7;7,6;7,1
02DC;02DC00;Corlaer College;NIJKERK;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;8;8;0;6,3;6,7;6,7
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;HAVO;;;Cultuur en Maatschappij;22;21;1;6,5;6,1;6,5
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;HAVO;;;Economie en Maatschappij;33;32;1;6,5;6,2;6,5
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;8;8;0;6,7;6,5;6,7
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;HAVO;;;Natuur en Gezondheid;21;19;2;6,4;5,9;6,5
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;HAVO;;;Natuur en Techniek;1;1;0;6,6;6,7;6,9
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;8;6;2;6,4;5,8;6,3
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;VMBO;TL;;;70;65;5;6,5;6,2;6,4
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;VWO;;;Cultuur en Maatschappij;7;7;0;6,5;5,8;6,5
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;VWO;;;Economie en Maatschappij;12;11;1;6,5;6,1;6,6
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,8;6,2;6,7
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;VWO;;;Natuur en Gezondheid;16;15;1;6,6;5,9;6,6
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;VWO;;;Natuur en Techniek;10;10;0;6,9;6,5;6,9
02DF;02DF00;Grotiuscollege;HEERLEN;Limburg;VWO;;;Natuur en Techniek / Natuur en Gezondheid;7;7;0;7,2;6,7;7,3
02DO;02DO00;PC SGM Het Noordik;ALMELO;Overijssel;HAVO;;;Cultuur en Maatschappij;22;16;6;6,4;5,8;6,3
02DO;02DO00;PC SGM Het Noordik;ALMELO;Overijssel;HAVO;;;Economie en Maatschappij;56;51;5;6,4;6,2;6,5
02DO;02DO00;PC SGM Het Noordik;ALMELO;Overijssel;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,3;6,0;6,3
02DO;02DO00;PC SGM Het Noordik;ALMELO;Overijssel;HAVO;;;Natuur en Gezondheid;30;26;4;6,4;6,0;6,5
02DO;02DO00;PC SGM Het Noordik;ALMELO;Overijssel;HAVO;;;Natuur en Techniek;13;12;1;6,1;6,4;6,4
02DO;02DO00;PC SGM Het Noordik;ALMELO;Overijssel;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;7;5;2;5,9;5,8;6,1
02DO;02DO00;PC SGM Het Noordik;ALMELO;Overijssel;VWO;;;Cultuur en Maatschappij;11;11;0;6,8;6,2;6,7
02DO;02DO00;PC SGM Het Noordik;ALMELO;Overijssel;VWO;;;Economie en Maatschappij;31;26;5;6,5;6,2;6,5
02DO;02DO00;PC SGM Het Noordik;ALMELO;Overijssel;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;9;9;0;7,2;6,5;7,0
02DO;02DO00;PC SGM Het Noordik;ALMELO;Overijssel;VWO;;;Natuur en Gezondheid;21;20;1;6,5;6,1;6,6
02DO;02DO00;PC SGM Het Noordik;ALMELO;Overijssel;VWO;;;Natuur en Techniek;18;18;0;6,6;6,3;6,7
02DO;02DO00;PC SGM Het Noordik;ALMELO;Overijssel;VWO;;;Natuur en Techniek / Natuur en Gezondheid;36;31;5;6,8;6,2;6,8
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;BL;Economie;Administratie;4;4;0;6,6;6,2;6,7
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;BL;Economie;Handel en Verkoop;5;5;0;6,7;6,3;6,5
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;BL;Intersect. programma;Sport, Dienstverlening en Veiligheid;4;4;0;6,6;6,1;6,6
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;BL;Techniek;Bouwtechniek;1;1;0;6,7;5,7;6,5
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;BL;Techniek;Elektrotechniek;3;3;0;6,7;6,4;6,7
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;BL;Zorg & Welzijn;Verzorging;15;15;0;6,8;6,1;6,7
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;GL;Economie;Handel en Administratie -ISP;4;3;1;6,3;6,2;6,5
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;GL;Techniek;Techniek Breed -ISP;5;5;0;6,6;6,2;6,6
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;KL;Economie;Administratie;7;7;0;6,5;6,3;6,6
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;KL;Economie;Handel en Administratie -ISP;5;5;0;6,5;5,9;6,5
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;KL;Economie;Handel en Verkoop;8;8;0;6,8;6,5;6,7
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;10;10;0;6,4;6,2;6,5
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;KL;Techniek;Bouwtechniek;3;3;0;6,3;6,0;6,4
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;KL;Techniek;Elektrotechniek;4;4;0;6,5;6,5;6,7
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;KL;Techniek;Techniek Breed -ISP;2;2;0;6,1;6,0;6,1
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;KL;Zorg & Welzijn;Verzorging;12;12;0;6,4;5,9;6,4
02DO;02DO01;PC SGM Het Noordik;ALMELO;Overijssel;VMBO;TL;;;43;39;4;6,4;5,9;6,4
02DO;02DO02;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;BL;Intersect. programma;Sport, Dienstverlening en Veiligheid;5;5;0;6,3;6,2;6,4
02DO;02DO02;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;BL;Zorg & Welzijn;Verzorging;18;17;1;6,3;6,0;6,3
02DO;02DO02;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;12;10;2;6,2;6,1;6,3
02DO;02DO02;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;KL;Zorg & Welzijn;Verzorging;21;20;1;6,5;6,2;6,5
02DO;02DO02;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;TL;;;64;57;7;6,5;6,0;6,4
02DO;02DO03;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;BL;Techniek;Bouwtechniek;20;19;1;6,5;6,2;6,4
02DO;02DO03;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;BL;Techniek;Metaaltechniek;1;1;0;6,9;6,5;7,0
02DO;02DO03;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;BL;Zorg & Welzijn;Verzorging;3;3;0;6,6;5,7;6,3
02DO;02DO03;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;KL;Economie;Handel en Administratie -ISP;9;9;0;6,5;6,4;6,5
02DO;02DO03;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;KL;Techniek;Bouwtechniek;5;5;0;6,3;6,5;6,4
02DO;02DO03;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;KL;Techniek;Metaaltechniek;2;2;0;6,4;6,4;6,5
02DO;02DO03;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;KL;Zorg & Welzijn;Verzorging;14;12;2;6,5;5,7;6,2
02DO;02DO03;PC SGM Het Noordik;TWENTERAND;Overijssel;VMBO;TL;;;40;35;5;6,5;5,8;6,3
02DQ;02DQ00;Chr Gymnasium Sorghvliet;S GRAVENHAGE;Zuid-Holland;VWO;;;Cultuur en Maatschappij;5;5;0;6,7;6,1;6,4
02DQ;02DQ00;Chr Gymnasium Sorghvliet;S GRAVENHAGE;Zuid-Holland;VWO;;;Economie en Maatschappij;10;8;2;6,4;6,4;6,5
02DQ;02DQ00;Chr Gymnasium Sorghvliet;S GRAVENHAGE;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;7;7;0;7,3;7,0;7,2
02DQ;02DQ00;Chr Gymnasium Sorghvliet;S GRAVENHAGE;Zuid-Holland;VWO;;;Natuur en Gezondheid;5;4;1;6,4;6,0;6,4
02DQ;02DQ00;Chr Gymnasium Sorghvliet;S GRAVENHAGE;Zuid-Holland;VWO;;;Natuur en Techniek;6;6;0;7,2;7,0;7,1
02DQ;02DQ00;Chr Gymnasium Sorghvliet;S GRAVENHAGE;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;27;26;1;7,1;6,7;7,1
02DW;02DW00;Gymnasium Bernrode;BERNHEZE;Noord-Brabant;VWO;;;Cultuur en Maatschappij;7;7;0;6,7;6,0;6,4
02DW;02DW00;Gymnasium Bernrode;BERNHEZE;Noord-Brabant;VWO;;;Economie en Maatschappij;5;5;0;6,5;6,1;6,4
02DW;02DW00;Gymnasium Bernrode;BERNHEZE;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;27;24;3;6,6;6,4;6,5
02DW;02DW00;Gymnasium Bernrode;BERNHEZE;Noord-Brabant;VWO;;;Natuur en Gezondheid;9;7;2;6,6;6,2;6,5
02DW;02DW00;Gymnasium Bernrode;BERNHEZE;Noord-Brabant;VWO;;;Natuur en Techniek;4;4;0;7,1;7,0;7,1
02DW;02DW00;Gymnasium Bernrode;BERNHEZE;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;23;20;3;7,1;7,0;7,1
02DZ;02DZ00;Sint Stanislascollege;DELFT;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;19;13;6;6,2;5,6;6,2
02DZ;02DZ00;Sint Stanislascollege;DELFT;Zuid-Holland;HAVO;;;Economie en Maatschappij;84;65;19;6,2;5,9;6,3
02DZ;02DZ00;Sint Stanislascollege;DELFT;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;13;10;3;6,3;5,9;6,3
02DZ;02DZ00;Sint Stanislascollege;DELFT;Zuid-Holland;HAVO;;;Natuur en Gezondheid;16;13;3;6,4;6,1;6,5
02DZ;02DZ00;Sint Stanislascollege;DELFT;Zuid-Holland;HAVO;;;Natuur en Techniek;22;17;5;6,1;5,9;6,2
